run,metric,tokens,value
1w,train,547491893,3.096959
1w,train,551646027,3.104238
1w,train,555799412,3.084633
1w,train,561001197,3.072783
1w,train,565154553,3.069668
1w,train,570352552,3.062750
1w,train,574504187,3.054698
1w,train,579699831,3.061384
1w,train,583857294,3.060368
1w,train,589052179,3.070660
1w,train,593210409,3.067406
1w,train,598406239,3.069817
1w,train,603596702,3.067835
1w,train,607759087,3.053138
1w,train,612946403,3.054966
1w,train,617104642,3.056671
1w,train,622302759,3.047580
1w,train,626457720,3.037237
1w,train,631647222,3.031507
1w,train,635810893,3.049156
1w,train,641007470,3.043330
1w,train,646205833,3.028507
1w,train,650359802,3.030872
1w,train,655554754,3.035167
1w,train,659712101,3.027858
1w,train,664906315,3.017424
1w,train,669062372,3.011908
1w,train,674254100,3.006848
1w,train,678416321,3.010357
1w,train,683614002,3.010769
1w,train,687769584,3.004287
1w,train,692968465,3.024959
1w,train,698166063,3.011931
1w,train,702315709,3.009510
1w,train,707508702,3.004360
1w,train,711662021,3.006480
1w,train,716851161,3.022364
1w,train,720996309,3.027711
1w,train,726193694,3.020760
1w,train,730352280,3.020014
1w,train,735543292,3.023871
1w,train,740742135,3.014627
1w,train,744896942,2.997917
1w,train,750089188,2.991619
1w,train,754236101,2.981969
1w,train,759430731,2.970915
1w,train,764624089,2.972187
1w,train,768780730,2.978364
1w,train,773969696,2.994225
1w,train,779159909,2.998632
1w,train,783314562,3.004011
1w,train,788516499,3.006578
1w,train,792670932,2.997672
1w,train,797865447,2.994087
1w,train,802020784,2.993382
1w,train,807212957,2.996238
1w,train,812407511,3.007622
1w,train,816563992,3.006926
1w,train,821752361,2.999634
1w,train,826939211,3.003831
1w,train,831090495,3.002704
1w,train,836281023,2.992255
1w,train,840434955,2.984649
1w,train,845613994,2.990930
1w,train,849765621,2.993056
1w,train,854955348,2.993959
1w,train,860146097,2.995934
1w,train,864294291,2.989204
1w,train,869484455,2.981507
1w,train,874675106,2.976902
1w,train,878819852,2.987178
1w,train,884010278,2.978490
1w,train,888166049,2.978247
1w,train,893361867,2.985534
1w,train,897515834,2.990386
1w,train,902704936,2.987396
1w,train,907895629,2.977706
1w,train,912041914,2.975614
1w,train,917229143,2.970986
1w,train,922424398,2.971229
1w,train,926574666,2.971784
1w,train,931770576,2.976817
1w,train,935927646,2.974362
1w,train,941115196,2.960100
1w,train,946307154,2.956632
1w,train,950453736,2.952218
1w,train,955655592,2.966298
1w,train,959804818,2.960542
1w,train,964994885,2.961680
1w,train,969149547,2.952809
1w,train,974338874,2.958958
1w,train,978491518,2.971439
1w,train,983688469,2.967612
1w,train,988880092,2.962805
1w,train,993031172,2.962632
1w,train,998224708,2.940762
1w,train,1003426893,2.935782
1w,train,1007580248,2.949689
1w,train,1012773600,2.955370
1w,train,1017968162,2.943705
1w,train,1022123393,2.935518
1w,train,1027312638,2.941424
1w,train,1031461603,2.939585
1w,train,1036659324,2.952604
1w,train,1041850617,2.955158
1w,eval,12456988,6.843608
1w,eval,21810307,6.170403
1w,eval,31155813,5.669577
1w,eval,45699547,5.282600
1w,eval,55038483,4.969486
1w,eval,64383314,4.718563
1w,eval,73729638,4.512563
1w,eval,83088062,4.365730
1w,eval,97621261,4.246271
1w,eval,106971292,4.139339
1w,eval,116341612,4.067426
1w,eval,125691280,3.991898
1w,eval,135041054,3.926209
1w,eval,149578216,3.871467
1w,eval,158934251,3.819013
1w,eval,168284341,3.767573
1w,eval,177635091,3.724683
1w,eval,192180651,3.678493
1w,eval,201534600,3.631245
1w,eval,210885138,3.594512
1w,eval,220243149,3.554718
1w,eval,229597573,3.519488
1w,eval,243101302,3.486831
1w,eval,252447258,3.458510
1w,eval,261789618,3.435119
1w,eval,272171507,3.407871
1w,eval,281520271,3.383297
1w,eval,295024607,3.363927
1w,eval,305403771,3.341023
1w,eval,314768554,3.321440
1w,eval,324116142,3.307316
1w,eval,337629488,3.291109
1w,eval,346976005,3.276702
1w,eval,356321068,3.262300
1w,eval,365677515,3.247801
1w,eval,375023665,3.237070
1w,eval,389571055,3.224030
1w,eval,398924042,3.212058
1w,eval,408269208,3.207173
1w,eval,417611084,3.193292
1w,eval,428002752,3.183045
1w,eval,437356380,3.171408
1w,eval,451896158,3.160997
1w,eval,461248949,3.153183
1w,eval,470591209,3.144153
1w,eval,479944271,3.136334
1w,eval,489292139,3.131291
1w,eval,503833549,3.122067
1w,eval,514235549,3.114856
1w,eval,523579741,3.111258
1w,eval,532945378,3.102262
1w,eval,542307558,3.095003
1w,eval,555799412,3.096095
1w,eval,565154553,3.086055
1w,eval,574504187,3.078413
1w,eval,583857294,3.069931
1w,eval,593210409,3.063425
1w,eval,607759087,3.060067
1w,eval,617104642,3.054722
1w,eval,626457720,3.050707
1w,eval,635810893,3.050634
1w,eval,646205833,3.042938
1w,eval,659712101,3.040314
1w,eval,669062372,3.040457
1w,eval,678416321,3.031837
1w,eval,687769584,3.027977
1w,eval,702315709,3.033589
1w,eval,711662021,3.024008
1w,eval,720996309,3.019451
1w,eval,730352280,3.011735
1w,eval,740742135,3.007092
1w,eval,754236101,3.005562
1w,eval,764624089,2.999869
1w,eval,773969696,2.996362
1w,eval,783314562,2.997967
1w,eval,792670932,2.991088
1w,eval,802020784,2.987641
1w,eval,816563992,2.989111
1w,eval,826939211,2.982802
1w,eval,836281023,2.979790
1w,eval,845613994,2.987421
1w,eval,854955348,2.978015
1w,eval,869484455,2.973650
1w,eval,878819852,2.967184
1w,eval,888166049,2.963977
1w,eval,897515834,2.964544
1w,eval,907895629,2.960488
1w,eval,917229143,2.957402
1w,eval,931770576,2.960828
1w,eval,941115196,2.954531
1w,eval,950453736,2.952622
1w,eval,959804818,2.958054
1w,eval,969149547,2.952206
1w,eval,978491518,2.950647
1w,eval,993031172,2.944458
1w,eval,1003426893,2.943392
1w,eval,1012773600,2.944665
1w,eval,1022123393,2.939520
1w,eval,1031461603,2.937811
ddp2,train,1037779,9.452101
ddp2,train,2075557,9.417032
ddp2,train,3113336,9.315864
ddp2,train,4151114,8.952662
ddp2,train,5188893,8.108191
ddp2,train,6226671,7.693682
ddp2,train,7264450,7.425096
ddp2,train,8302229,7.251719
ddp2,train,9340007,7.079775
ddp2,train,10377786,6.997195
ddp2,train,11415564,6.909949
ddp2,train,12453343,6.848057
ddp2,train,13491121,6.803725
ddp2,train,14528900,6.688358
ddp2,train,15566678,6.610434
ddp2,train,16604457,6.530445
ddp2,train,17642236,6.393437
ddp2,train,18680014,6.282710
ddp2,train,19717793,6.140542
ddp2,train,20755571,6.084116
ddp2,train,21793350,5.982367
ddp2,train,22831128,5.883900
ddp2,train,23868907,5.771293
ddp2,train,24906686,5.747356
ddp2,train,25944464,5.652748
ddp2,train,26982243,5.564406
ddp2,train,28020021,5.510625
ddp2,train,29057800,5.442752
ddp2,train,30095578,5.383788
ddp2,train,31133357,5.326299
ddp2,train,32171136,5.297091
ddp2,train,33208914,5.252541
ddp2,train,34246693,5.207947
ddp2,train,35284471,5.156564
ddp2,train,36322250,5.126298
ddp2,train,37360028,5.101571
ddp2,train,38397807,5.072173
ddp2,train,39435585,5.023800
ddp2,train,40473364,5.029392
ddp2,train,41511143,4.972973
ddp2,train,42548921,4.971490
ddp2,train,43586700,4.907334
ddp2,train,44624478,4.884343
ddp2,train,45662257,4.819510
ddp2,train,46700035,4.843108
ddp2,train,47737814,4.814745
ddp2,train,48775593,4.804841
ddp2,train,49813371,4.781704
ddp2,train,50851150,4.779296
ddp2,train,51888928,4.732317
ddp2,train,52926707,4.696865
ddp2,train,53964485,4.684038
ddp2,train,55002264,4.640665
ddp2,train,56040043,4.650014
ddp2,train,57077821,4.586324
ddp2,train,58115600,4.626173
ddp2,train,59153378,4.558867
ddp2,train,60191157,4.528066
ddp2,train,61228935,4.543669
ddp2,train,62266714,4.505136
ddp2,train,63304492,4.398673
ddp2,train,64342271,4.480673
ddp2,train,65380050,4.398177
ddp2,train,66417828,4.366532
ddp2,train,67455607,4.385997
ddp2,train,68493385,4.376665
ddp2,train,69531164,4.350087
ddp2,train,70568942,4.395459
ddp2,train,71606721,4.337707
ddp2,train,72644500,4.313820
ddp2,train,73682278,4.318328
ddp2,train,74720057,4.295490
ddp2,train,75757835,4.315573
ddp2,train,76795614,4.269313
ddp2,train,77833392,4.218405
ddp2,train,78871171,4.228828
ddp2,train,79908950,4.202675
ddp2,train,80946728,4.203842
ddp2,train,81984507,4.229639
ddp2,train,83022285,4.169293
ddp2,train,84060064,4.147265
ddp2,train,85097842,4.130486
ddp2,train,86135621,4.130986
ddp2,train,87173399,4.100760
ddp2,train,88211178,4.138611
ddp2,train,89248957,4.118050
ddp2,train,90286735,4.048476
ddp2,train,91324514,4.078523
ddp2,train,92362292,4.044982
ddp2,train,93400071,4.052837
ddp2,train,94437849,4.012940
ddp2,train,95475628,4.010014
ddp2,train,96513407,4.038812
ddp2,train,97551185,4.005728
ddp2,train,98588964,4.027767
ddp2,train,99626742,3.967371
ddp2,train,100664521,3.994768
ddp2,train,101702299,3.972291
ddp2,train,102740078,4.007825
ddp2,train,103777857,3.928176
ddp2,train,104815635,3.895225
ddp2,train,105853414,3.951603
ddp2,train,106891192,3.922355
ddp2,train,107928971,4.035963
ddp2,train,108966749,4.088594
ddp2,train,110004528,4.078423
ddp2,train,111042306,4.062715
ddp2,train,112080085,4.041213
ddp2,train,113117864,4.059792
ddp2,train,114155642,4.010590
ddp2,train,115193421,4.038388
ddp2,train,116231199,4.058511
ddp2,train,117268978,4.035745
ddp2,train,118306756,4.044755
ddp2,train,119344535,4.033401
ddp2,train,120382314,3.988342
ddp2,train,121420092,4.012575
ddp2,train,122457871,4.031282
ddp2,train,123495649,3.975929
ddp2,train,124533428,3.981148
ddp2,train,125571206,3.973190
ddp2,train,126608985,3.960671
ddp2,train,127646764,3.995914
ddp2,train,128684542,3.969356
ddp2,train,129722321,3.903658
ddp2,train,130760099,3.908704
ddp2,train,131797878,3.961454
ddp2,train,132835656,3.974972
ddp2,train,133873435,3.959888
ddp2,train,134911213,3.901283
ddp2,train,135948992,3.948485
ddp2,train,136986771,3.909195
ddp2,train,138024549,3.937192
ddp2,train,139062328,3.875803
ddp2,train,140100106,3.912659
ddp2,train,141137885,3.910700
ddp2,train,142175663,3.862943
ddp2,train,143213442,3.889714
ddp2,train,144251221,3.855949
ddp2,train,145288999,3.824170
ddp2,train,146326778,3.829374
ddp2,train,147364556,3.857723
ddp2,train,148402335,3.870359
ddp2,train,149440113,3.817978
ddp2,train,150477892,3.795511
ddp2,train,151515671,3.840022
ddp2,train,152553449,3.760182
ddp2,train,153591228,3.774327
ddp2,train,154629006,3.786340
ddp2,train,155666785,3.775603
ddp2,train,156704563,3.763525
ddp2,train,157742342,3.747515
ddp2,train,158780120,3.733998
ddp2,train,159817899,3.743050
ddp2,train,160855678,3.704525
ddp2,train,161893456,3.746004
ddp2,train,162931235,3.777946
ddp2,train,163969013,3.701949
ddp2,train,165006792,3.735923
ddp2,train,166044570,3.763313
ddp2,train,167082349,3.697557
ddp2,train,168120128,3.719923
ddp2,train,169157906,3.686872
ddp2,train,170195685,3.712820
ddp2,train,171233463,3.712193
ddp2,train,172271242,3.732853
ddp2,train,173309020,3.678138
ddp2,train,174346799,3.641996
ddp2,train,175384578,3.671405
ddp2,train,176422356,3.672697
ddp2,train,177460135,3.660736
ddp2,train,178497913,3.662403
ddp2,train,179535692,3.676409
ddp2,train,180573470,3.644004
ddp2,train,181611249,3.630198
ddp2,train,182649027,3.621596
ddp2,train,183686806,3.622897
ddp2,train,184724585,3.632394
ddp2,train,185762363,3.572045
ddp2,train,186800142,3.588333
ddp2,train,187837920,3.633816
ddp2,train,188875699,3.604583
ddp2,train,189913477,3.588879
ddp2,train,190951256,3.616455
ddp2,train,191989035,3.560752
ddp2,train,193026813,3.598763
ddp2,train,194064592,3.582198
ddp2,train,195102370,3.572927
ddp2,train,196140149,3.570011
ddp2,train,197177927,3.494166
ddp2,train,198215706,3.568910
ddp2,train,199253485,3.544612
ddp2,train,200291263,3.546615
ddp2,train,201329042,3.538620
ddp2,train,202366820,3.586998
ddp2,train,203404599,3.553666
ddp2,train,204442377,3.535372
ddp2,train,205480156,3.556255
ddp2,train,206517934,3.541131
ddp2,train,207555713,3.492538
ddp2,train,208593492,3.500903
ddp2,train,209631270,3.519997
ddp2,train,210669049,3.503820
ddp2,train,211706827,3.528637
ddp2,train,212744606,3.554037
ddp2,train,213782384,3.466136
ddp2,train,214820163,3.489049
ddp2,train,215857942,3.549540
ddp2,train,216895720,3.508540
ddp2,train,217933499,3.504779
ddp2,train,218971277,3.474548
ddp2,train,220009056,3.513989
ddp2,train,221046834,3.478853
ddp2,train,222084613,3.467884
ddp2,train,223122392,3.459587
ddp2,train,224160170,3.410384
ddp2,train,225197949,3.486723
ddp2,train,226235727,3.466268
ddp2,train,227273506,3.475563
ddp2,train,228311284,3.457797
ddp2,train,229349063,3.481455
ddp2,train,230386841,3.455242
ddp2,train,231424620,3.482170
ddp2,train,232462399,3.455152
ddp2,train,233500177,3.478770
ddp2,train,234537956,3.460399
ddp2,train,235575734,3.464406
ddp2,train,236613513,3.443947
ddp2,train,237651291,3.452872
ddp2,train,238689070,3.457883
ddp2,train,239726849,3.437712
ddp2,train,240764627,3.358706
ddp2,train,241802406,3.446164
ddp2,train,242840184,3.463865
ddp2,train,243877963,3.429415
ddp2,train,244915741,3.395521
ddp2,train,245953520,3.401466
ddp2,train,246991299,3.463128
ddp2,train,248029077,3.407002
ddp2,train,249066856,3.445592
ddp2,train,250104634,3.400761
ddp2,train,251142413,3.369807
ddp2,train,252180191,3.423132
ddp2,train,253217970,3.455715
ddp2,train,254255748,3.423123
ddp2,train,255293527,3.398370
ddp2,train,256331306,3.426107
ddp2,train,257369084,3.432241
ddp2,train,258406863,3.408415
ddp2,train,259444641,3.392976
ddp2,train,260482420,3.429248
ddp2,train,261520198,3.424830
ddp2,train,262557977,3.402657
ddp2,train,263595756,3.397128
ddp2,train,264633534,3.420857
ddp2,train,265671313,3.418905
ddp2,train,266709091,3.436209
ddp2,train,267746870,3.451331
ddp2,train,268784648,3.415537
ddp2,train,269822427,3.375441
ddp2,train,270860206,3.434875
ddp2,train,271897984,3.358285
ddp2,train,272935763,3.389329
ddp2,train,273973541,3.422381
ddp2,train,275011320,3.343970
ddp2,train,276049098,3.445058
ddp2,train,277086877,3.442353
ddp2,train,278124655,3.388479
ddp2,train,279162434,3.364866
ddp2,train,280200213,3.348040
ddp2,train,281237991,3.365444
ddp2,train,282275770,3.376101
ddp2,train,283313548,3.341932
ddp2,train,284351327,3.374701
ddp2,train,285389105,3.354532
ddp2,train,286426884,3.339026
ddp2,train,287464663,3.349229
ddp2,train,288502441,3.367726
ddp2,train,289540220,3.386829
ddp2,train,290577998,3.397228
ddp2,train,291615777,3.338993
ddp2,train,292653555,3.358984
ddp2,train,293691334,3.352322
ddp2,train,294729113,3.376822
ddp2,train,295766891,3.357455
ddp2,train,296804670,3.348769
ddp2,train,297842448,3.347150
ddp2,train,298880227,3.371530
ddp2,train,299918005,3.338476
ddp2,train,300955784,3.351019
ddp2,train,301993562,3.364375
ddp2,train,303031341,3.350246
ddp2,train,304069120,3.324751
ddp2,train,305106898,3.355430
ddp2,train,306144677,3.354328
ddp2,train,307182455,3.339887
ddp2,train,308220234,3.297357
ddp2,train,309258012,3.284597
ddp2,train,310295791,3.327548
ddp2,train,311333570,3.313671
ddp2,train,312371348,3.325048
ddp2,train,313409127,3.313745
ddp2,train,314446905,3.281888
ddp2,train,315484684,3.320476
ddp2,train,316522462,3.327596
ddp2,train,317560241,3.350870
ddp2,train,318598020,3.316544
ddp2,train,319635798,3.288837
ddp2,train,320673577,3.303441
ddp2,train,321711355,3.288603
ddp2,train,322749134,3.284741
ddp2,train,323786912,3.331998
ddp2,train,324824691,3.327852
ddp2,train,325862469,3.319868
ddp2,train,326900248,3.299465
ddp2,train,327938027,3.290694
ddp2,train,328975805,3.326225
ddp2,train,330013584,3.263030
ddp2,train,331051362,3.303268
ddp2,train,332089141,3.312999
ddp2,train,333126919,3.278869
ddp2,train,334164698,3.287730
ddp2,train,335202477,3.279934
ddp2,train,336240255,3.273994
ddp2,train,337278034,3.285291
ddp2,train,338315812,3.328553
ddp2,train,339353591,3.290573
ddp2,train,340391369,3.244983
ddp2,train,341429148,3.244956
ddp2,train,342466927,3.302155
ddp2,train,343504705,3.322346
ddp2,train,344542484,3.251172
ddp2,train,345580262,3.270800
ddp2,train,346618041,3.276294
ddp2,train,347655819,3.304071
ddp2,train,348693598,3.284526
ddp2,train,349731376,3.272364
ddp2,train,350769155,3.260439
ddp2,train,351806934,3.261144
ddp2,train,352844712,3.249066
ddp2,train,353882491,3.261996
ddp2,train,354920269,3.254387
ddp2,train,355958048,3.246571
ddp2,train,356995826,3.251646
ddp2,train,358033605,3.275065
ddp2,train,359071384,3.257844
ddp2,train,360109162,3.239225
ddp2,train,361146941,3.267748
ddp2,train,362184719,3.243869
ddp2,train,363222498,3.272302
ddp2,train,364260276,3.269943
ddp2,train,365298055,3.257638
ddp2,train,366335834,3.273735
ddp2,train,367373612,3.212603
ddp2,train,368411391,3.219955
ddp2,train,369449169,3.241976
ddp2,train,370486948,3.248760
ddp2,train,371524726,3.270061
ddp2,train,372562505,3.250542
ddp2,train,373600283,3.240698
ddp2,train,374638062,3.261876
ddp2,train,375675841,3.255273
ddp2,train,376713619,3.242868
ddp2,train,377751398,3.254864
ddp2,train,378789176,3.244302
ddp2,train,379826955,3.224815
ddp2,train,380864733,3.236823
ddp2,train,381902512,3.206712
ddp2,train,382940291,3.219066
ddp2,train,383978069,3.211026
ddp2,train,385015848,3.225195
ddp2,train,386053626,3.296983
ddp2,train,387091405,3.262248
ddp2,train,388129183,3.283206
ddp2,train,389166962,3.243248
ddp2,train,390204741,3.250036
ddp2,train,391242519,3.234422
ddp2,train,392280298,3.205784
ddp2,train,393318076,3.216721
ddp2,train,394355855,3.198894
ddp2,train,395393633,3.204392
ddp2,train,396431412,3.264009
ddp2,train,397469190,3.235685
ddp2,train,398506969,3.204778
ddp2,train,399544748,3.239738
ddp2,train,400582526,3.188600
ddp2,train,401620305,3.215868
ddp2,train,402658083,3.209006
ddp2,train,403695862,3.212317
ddp2,train,404733640,3.248026
ddp2,train,405771419,3.257844
ddp2,train,406809198,3.221684
ddp2,train,407846976,3.259409
ddp2,train,408884755,3.235964
ddp2,train,409922533,3.220629
ddp2,train,410960312,3.273377
ddp2,train,411998090,3.193318
ddp2,train,413035869,3.195119
ddp2,train,414073648,3.166689
ddp2,train,415111426,3.217282
ddp2,train,416149205,3.225655
ddp2,train,417186983,3.193286
ddp2,train,418224762,3.187626
ddp2,train,419262540,3.211044
ddp2,train,420300319,3.272485
ddp2,train,421338097,3.185180
ddp2,train,422375876,3.195700
ddp2,train,423413655,3.203275
ddp2,train,424451433,3.134348
ddp2,train,425489212,3.171387
ddp2,train,426526990,3.185517
ddp2,train,427564769,3.198474
ddp2,train,428602547,3.171540
ddp2,train,429640326,3.190397
ddp2,train,430678105,3.195283
ddp2,train,431715883,3.181813
ddp2,train,432753662,3.163271
ddp2,train,433791440,3.135229
ddp2,train,434829219,3.192890
ddp2,train,435866997,3.174409
ddp2,train,436904776,3.173969
ddp2,train,437942555,3.174042
ddp2,train,438980333,3.152419
ddp2,train,440018112,3.179628
ddp2,train,441055890,3.216446
ddp2,train,442093669,3.176124
ddp2,train,443131447,3.226779
ddp2,train,444169226,3.187156
ddp2,train,445207004,3.178646
ddp2,train,446244783,3.171180
ddp2,train,447282562,3.195595
ddp2,train,448320340,3.225804
ddp2,train,449358119,3.163518
ddp2,train,450395897,3.196692
ddp2,train,451433676,3.207890
ddp2,train,452471454,3.215410
ddp2,train,453509233,3.241628
ddp2,train,454547012,3.230021
ddp2,train,455584790,3.235140
ddp2,train,456622569,3.180556
ddp2,train,457660347,3.159871
ddp2,train,458698126,3.186235
ddp2,train,459735904,3.132280
ddp2,train,460773683,3.177468
ddp2,train,461811462,3.144187
ddp2,train,462849240,3.146490
ddp2,train,463887019,3.128639
ddp2,train,464924797,3.162855
ddp2,train,465962576,3.241215
ddp2,train,467000354,3.125341
ddp2,train,468038133,3.167544
ddp2,train,469075911,3.169902
ddp2,train,470113690,3.184783
ddp2,train,471151469,3.196493
ddp2,train,472189247,3.231887
ddp2,train,473227026,3.166967
ddp2,train,474264804,3.130239
ddp2,train,475302583,3.166724
ddp2,train,476340361,3.129160
ddp2,train,477378140,3.216161
ddp2,train,478415919,3.179078
ddp2,train,479453697,3.182035
ddp2,train,480491476,3.203176
ddp2,train,481529254,3.168761
ddp2,train,482567033,3.158388
ddp2,train,483604811,3.141672
ddp2,train,484642590,3.186731
ddp2,train,485680369,3.141340
ddp2,train,486718147,3.102708
ddp2,train,487755926,3.166970
ddp2,train,488793704,3.161497
ddp2,train,489831483,3.172087
ddp2,train,490869261,3.156961
ddp2,train,491907040,3.187455
ddp2,train,492944818,3.164779
ddp2,train,493982597,3.144650
ddp2,train,495020376,3.123176
ddp2,train,496058154,3.163399
ddp2,train,497095933,3.196225
ddp2,train,498133711,3.146668
ddp2,train,499171490,3.188794
ddp2,train,500209268,3.181177
ddp2,train,501247047,3.151148
ddp2,train,502284826,3.160113
ddp2,train,503322604,3.123616
ddp2,train,504360383,3.174102
ddp2,train,505398161,3.118714
ddp2,train,506435940,3.146006
ddp2,train,507473718,3.133835
ddp2,train,508511497,3.163914
ddp2,train,509549276,3.139871
ddp2,train,510587054,3.196374
ddp2,train,511624833,3.128530
ddp2,train,512662611,3.131859
ddp2,train,513700390,3.151767
ddp2,train,514738168,3.133324
ddp2,train,515775947,3.120021
ddp2,train,516813725,3.137064
ddp2,train,517851504,3.107926
ddp2,train,518889283,3.099454
ddp2,train,519927061,3.122945
ddp2,train,520964840,3.126328
ddp2,train,522002618,3.088730
ddp2,train,523040397,3.083334
ddp2,train,524078175,3.099751
ddp2,train,525115954,3.111403
ddp2,train,526153733,3.151237
ddp2,train,527191511,3.127456
ddp2,train,528229290,3.114724
ddp2,train,529267068,3.098534
ddp2,train,530304847,3.159594
ddp2,train,531342625,3.123924
ddp2,train,532380404,3.080119
ddp2,train,533418183,3.107940
ddp2,train,534455961,3.136330
ddp2,train,535493740,3.078113
ddp2,train,536531518,3.145281
ddp2,train,537569297,3.146368
ddp2,train,538607075,3.127640
ddp2,train,539644854,3.132200
ddp2,train,540682632,3.095756
ddp2,train,541720411,3.098666
ddp2,train,542758190,3.136642
ddp2,train,543795968,3.137298
ddp2,train,544833747,3.125355
ddp2,train,545871525,3.129557
ddp2,train,546909304,3.092111
ddp2,train,547947082,3.144476
ddp2,train,548984861,3.087827
ddp2,train,550022640,3.111135
ddp2,train,551060418,3.091147
ddp2,train,552098197,3.103986
ddp2,train,553135975,3.156064
ddp2,train,554173754,3.092595
ddp2,train,555211532,3.101835
ddp2,train,556249311,3.079720
ddp2,train,557287090,3.114205
ddp2,train,558324868,3.110145
ddp2,train,559362647,3.112556
ddp2,train,560400425,3.128553
ddp2,train,561438204,3.124574
ddp2,train,562475982,3.048897
ddp2,train,563513761,3.095744
ddp2,train,564551539,3.095733
ddp2,train,565589318,3.062728
ddp2,train,566627097,3.087382
ddp2,train,567664875,3.114553
ddp2,train,568702654,3.107443
ddp2,train,569740432,3.092077
ddp2,train,570778211,3.119007
ddp2,train,571815989,3.098386
ddp2,train,572853768,3.076546
ddp2,train,573891547,3.043015
ddp2,train,574929325,3.074954
ddp2,train,575967104,3.071918
ddp2,train,577004882,3.041709
ddp2,train,578042661,3.079091
ddp2,train,579080439,3.038724
ddp2,train,580118218,3.034136
ddp2,train,581155997,3.099819
ddp2,train,582193775,3.082323
ddp2,train,583231554,3.054628
ddp2,train,584269332,3.086530
ddp2,train,585307111,3.091124
ddp2,train,586344889,3.069170
ddp2,train,587382668,3.088842
ddp2,train,588420446,3.049343
ddp2,train,589458225,3.055252
ddp2,train,590496004,3.089224
ddp2,train,591533782,3.097949
ddp2,train,592571561,3.108816
ddp2,train,593609339,3.071799
ddp2,train,594647118,3.073274
ddp2,train,595684896,3.056849
ddp2,train,596722675,3.013597
ddp2,train,597760454,3.099989
ddp2,train,598798232,3.053179
ddp2,train,599836011,3.055947
ddp2,train,600873789,3.048832
ddp2,train,601911568,3.029283
ddp2,train,602949346,3.095003
ddp2,train,603987125,3.087307
ddp2,train,605024904,3.024003
ddp2,train,606062682,3.047093
ddp2,train,607100461,3.060823
ddp2,train,608138239,3.024718
ddp2,train,609176018,3.092468
ddp2,train,610213796,3.059300
ddp2,train,611251575,3.082870
ddp2,train,612289353,3.049057
ddp2,train,613327132,3.058491
ddp2,train,614364911,3.105197
ddp2,train,615402689,3.033329
ddp2,train,616440468,3.037312
ddp2,train,617478246,3.037520
ddp2,train,618516025,3.001744
ddp2,train,619553803,3.020817
ddp2,train,620591582,3.063892
ddp2,train,621629361,3.066494
ddp2,train,622667139,3.007585
ddp2,train,623704918,3.041007
ddp2,train,624742696,3.025285
ddp2,train,625780475,3.028192
ddp2,train,626818253,3.083521
ddp2,train,627856032,3.031790
ddp2,train,628893811,3.004553
ddp2,train,629931589,3.062420
ddp2,train,630969368,3.031104
ddp2,train,632007146,3.064348
ddp2,train,633044925,3.084628
ddp2,train,634082703,3.000194
ddp2,train,635120482,2.971618
ddp2,train,636158260,3.054537
ddp2,train,637196039,3.037311
ddp2,train,638233818,2.979383
ddp2,train,639271596,3.057478
ddp2,train,640309375,3.060528
ddp2,train,641347153,3.012043
ddp2,train,642384932,3.083968
ddp2,train,643422710,3.008878
ddp2,train,644460489,3.041557
ddp2,train,645498268,3.067179
ddp2,train,646536046,3.023326
ddp2,train,647573825,3.025527
ddp2,train,648611603,3.049031
ddp2,train,649649382,3.029217
ddp2,train,650687160,3.018292
ddp2,train,651724939,3.019284
ddp2,train,652762718,3.055912
ddp2,train,653800496,3.075948
ddp2,train,654838275,3.059160
ddp2,train,655876053,3.012588
ddp2,train,656913832,3.014885
ddp2,train,657951610,3.029787
ddp2,train,658989389,3.021851
ddp2,train,660027167,3.008871
ddp2,train,661064946,3.040228
ddp2,train,662102725,3.053430
ddp2,train,663140503,3.034434
ddp2,train,664178282,3.014714
ddp2,train,665216060,3.071932
ddp2,train,666253839,3.045297
ddp2,train,667291617,2.995294
ddp2,train,668329396,2.993100
ddp2,train,669367175,3.043938
ddp2,train,670404953,3.052595
ddp2,train,671442732,3.003262
ddp2,train,672480510,3.008136
ddp2,train,673518289,2.998080
ddp2,train,674556067,3.009347
ddp2,train,675593846,2.996119
ddp2,train,676631625,3.011461
ddp2,train,677669403,3.012796
ddp2,train,678707182,3.021591
ddp2,train,679744960,3.008526
ddp2,train,680782739,3.006517
ddp2,train,681820517,3.052218
ddp2,train,682858296,3.020113
ddp2,train,683896074,3.001624
ddp2,train,684933853,3.015624
ddp2,train,685971632,2.984499
ddp2,train,687009410,2.976605
ddp2,train,688047189,3.064967
ddp2,train,689084967,2.999131
ddp2,train,690122746,2.991352
ddp2,train,691160524,2.966844
ddp2,train,692198303,2.985806
ddp2,train,693236082,2.992482
ddp2,train,694273860,2.978297
ddp2,train,695311639,3.029838
ddp2,train,696349417,3.021128
ddp2,train,697387196,3.003813
ddp2,train,698424974,2.999418
ddp2,train,699462753,2.981694
ddp2,train,700500532,2.991576
ddp2,train,701538310,2.952896
ddp2,train,702576089,3.002581
ddp2,train,703613867,3.025926
ddp2,train,704651646,2.983556
ddp2,train,705689424,2.997707
ddp2,train,706727203,2.994100
ddp2,train,707764981,2.944631
ddp2,train,708802760,2.940783
ddp2,train,709840539,2.970968
ddp2,train,710878317,3.001450
ddp2,train,711916096,2.976623
ddp2,train,712953874,2.968073
ddp2,train,713991653,2.948983
