series,metric,tokens,value
baseline,tok_per_sec,187645767,247449.000000
baseline,tok_per_sec,188682484,286856.000000
baseline,tok_per_sec,189719201,304668.000000
baseline,tok_per_sec,190755918,324172.000000
baseline,tok_per_sec,191792635,311596.000000
baseline,tok_per_sec,192829351,339601.000000
baseline,tok_per_sec,193866068,323198.000000
baseline,tok_per_sec,194902785,302544.000000
baseline,tok_per_sec,195939502,319734.000000
baseline,tok_per_sec,196976219,318784.000000
baseline,tok_per_sec,198012936,238277.000000
baseline,tok_per_sec,199049653,325741.000000
baseline,tok_per_sec,200086370,336319.000000
baseline,tok_per_sec,201123087,314937.000000
baseline,tok_per_sec,202159804,302100.000000
baseline,tok_per_sec,203196521,317880.000000
baseline,tok_per_sec,204233238,311268.000000
baseline,tok_per_sec,205269955,324267.000000
baseline,tok_per_sec,206306672,314785.000000
baseline,tok_per_sec,207343389,316816.000000
baseline,tok_per_sec,208380106,230732.000000
baseline,tok_per_sec,209416823,322495.000000
baseline,tok_per_sec,210453540,319440.000000
baseline,tok_per_sec,211490256,323566.000000
baseline,tok_per_sec,212526973,313915.000000
baseline,tok_per_sec,213563690,323498.000000
baseline,tok_per_sec,214600407,336525.000000
baseline,tok_per_sec,215637124,306358.000000
baseline,tok_per_sec,216673841,314945.000000
baseline,tok_per_sec,217710558,296416.000000
baseline,tok_per_sec,218747275,230987.000000
baseline,tok_per_sec,219783992,330172.000000
baseline,tok_per_sec,220820709,320399.000000
baseline,tok_per_sec,221857426,326437.000000
baseline,tok_per_sec,222894143,323089.000000
baseline,tok_per_sec,223930860,316637.000000
baseline,tok_per_sec,224967577,300353.000000
baseline,tok_per_sec,226004294,335741.000000
baseline,tok_per_sec,227041011,320916.000000
baseline,tok_per_sec,228077728,313171.000000
baseline,tok_per_sec,229114445,235668.000000
baseline,tok_per_sec,230151161,319709.000000
baseline,tok_per_sec,231187878,326639.000000
baseline,tok_per_sec,232224595,312119.000000
baseline,tok_per_sec,233261312,307079.000000
baseline,tok_per_sec,234298029,316650.000000
baseline,tok_per_sec,235334746,323069.000000
baseline,tok_per_sec,236371463,329556.000000
baseline,tok_per_sec,237408180,327586.000000
baseline,tok_per_sec,238444897,317675.000000
baseline,tok_per_sec,239481614,240971.000000
baseline,tok_per_sec,240518331,334424.000000
baseline,tok_per_sec,241555048,331064.000000
baseline,tok_per_sec,242591765,263880.000000
baseline,tok_per_sec,243628482,328242.000000
baseline,tok_per_sec,244665199,304122.000000
baseline,tok_per_sec,245701916,315057.000000
baseline,tok_per_sec,246738633,313984.000000
baseline,tok_per_sec,247775349,317009.000000
baseline,tok_per_sec,248812066,313995.000000
baseline,tok_per_sec,249848783,232844.000000
baseline,tok_per_sec,250885500,327999.000000
baseline,tok_per_sec,251922217,316291.000000
baseline,tok_per_sec,252958934,316735.000000
baseline,tok_per_sec,253995651,312186.000000
baseline,tok_per_sec,255032368,317082.000000
baseline,tok_per_sec,256069085,317930.000000
baseline,tok_per_sec,257105802,329280.000000
baseline,tok_per_sec,258142519,314343.000000
baseline,tok_per_sec,259179236,310210.000000
baseline,tok_per_sec,260215953,239891.000000
baseline,tok_per_sec,261252670,310267.000000
baseline,tok_per_sec,262289387,322707.000000
baseline,tok_per_sec,263326104,336249.000000
baseline,tok_per_sec,264362821,292594.000000
baseline,tok_per_sec,265399538,334741.000000
baseline,tok_per_sec,266436254,319913.000000
baseline,tok_per_sec,267472971,314489.000000
baseline,tok_per_sec,268509688,328469.000000
baseline,tok_per_sec,269546405,306933.000000
baseline,tok_per_sec,270583122,237173.000000
baseline,tok_per_sec,271619839,311013.000000
baseline,tok_per_sec,272656556,338911.000000
baseline,tok_per_sec,273693273,318149.000000
baseline,tok_per_sec,274729990,321685.000000
baseline,tok_per_sec,275766707,305913.000000
baseline,tok_per_sec,276803424,327221.000000
baseline,tok_per_sec,277840141,313129.000000
baseline,tok_per_sec,278876858,313435.000000
baseline,tok_per_sec,279913575,332328.000000
baseline,tok_per_sec,280950292,237102.000000
baseline,tok_per_sec,281987009,308606.000000
baseline,tok_per_sec,283023726,309537.000000
baseline,tok_per_sec,284060443,327590.000000
baseline,tok_per_sec,285097159,315881.000000
baseline,tok_per_sec,286133876,338921.000000
baseline,tok_per_sec,287170593,319977.000000
baseline,tok_per_sec,288207310,313725.000000
baseline,tok_per_sec,289244027,330638.000000
baseline,tok_per_sec,290280744,338132.000000
baseline,tok_per_sec,291317461,239370.000000
baseline,tok_per_sec,292354178,316739.000000
baseline,tok_per_sec,293390895,314688.000000
baseline,tok_per_sec,294427612,326734.000000
baseline,tok_per_sec,295464329,324899.000000
baseline,tok_per_sec,296501046,312891.000000
baseline,tok_per_sec,297537763,319541.000000
baseline,tok_per_sec,298574480,320118.000000
baseline,tok_per_sec,299611197,315205.000000
baseline,tok_per_sec,300647914,328545.000000
baseline,tok_per_sec,301684631,234241.000000
baseline,tok_per_sec,302721347,312530.000000
baseline,tok_per_sec,303758064,304334.000000
baseline,tok_per_sec,304794781,214681.000000
baseline,tok_per_sec,305831498,317111.000000
baseline,tok_per_sec,306868215,321337.000000
baseline,tok_per_sec,307904932,343694.000000
baseline,tok_per_sec,308941649,310340.000000
baseline,tok_per_sec,309978366,323163.000000
baseline,tok_per_sec,311015083,318034.000000
baseline,tok_per_sec,312051800,235843.000000
baseline,tok_per_sec,313088517,318252.000000
baseline,tok_per_sec,314125234,343685.000000
baseline,tok_per_sec,315161951,306304.000000
baseline,tok_per_sec,316198668,290658.000000
baseline,tok_per_sec,317235385,315932.000000
baseline,tok_per_sec,318272102,313566.000000
baseline,tok_per_sec,319308819,331502.000000
baseline,tok_per_sec,320345536,292578.000000
baseline,tok_per_sec,321382252,323300.000000
baseline,tok_per_sec,322418969,231916.000000
baseline,tok_per_sec,323455686,317359.000000
baseline,tok_per_sec,324492403,319171.000000
baseline,tok_per_sec,325529120,320459.000000
baseline,tok_per_sec,326565837,322025.000000
baseline,tok_per_sec,327602554,296186.000000
baseline,tok_per_sec,328639271,341378.000000
baseline,tok_per_sec,329675988,314716.000000
baseline,tok_per_sec,330712705,333108.000000
baseline,tok_per_sec,331749422,320892.000000
baseline,tok_per_sec,332786139,235857.000000
baseline,tok_per_sec,333822856,326844.000000
baseline,tok_per_sec,334859573,304303.000000
baseline,tok_per_sec,335896290,327432.000000
baseline,tok_per_sec,336933007,304114.000000
baseline,tok_per_sec,337969724,328361.000000
baseline,tok_per_sec,339006441,331890.000000
baseline,tok_per_sec,340043157,307836.000000
baseline,tok_per_sec,341079874,320203.000000
baseline,tok_per_sec,342116591,319663.000000
baseline,tok_per_sec,343153308,236463.000000
baseline,tok_per_sec,344190025,292590.000000
baseline,tok_per_sec,345226742,319675.000000
baseline,tok_per_sec,346263459,311953.000000
baseline,tok_per_sec,347300176,316339.000000
baseline,tok_per_sec,348336893,328954.000000
baseline,tok_per_sec,349373610,322464.000000
baseline,tok_per_sec,350410327,316890.000000
baseline,tok_per_sec,351447044,333490.000000
baseline,tok_per_sec,352483761,310289.000000
baseline,tok_per_sec,353520478,232611.000000
baseline,tok_per_sec,354557195,321165.000000
baseline,tok_per_sec,355593912,325117.000000
baseline,tok_per_sec,356630629,309508.000000
baseline,tok_per_sec,357667345,295406.000000
baseline,tok_per_sec,358704062,330658.000000
baseline,tok_per_sec,359740779,317337.000000
baseline,tok_per_sec,360777496,321380.000000
baseline,tok_per_sec,361814213,323553.000000
baseline,tok_per_sec,362850930,315189.000000
baseline,tok_per_sec,363887647,234591.000000
baseline,tok_per_sec,364924364,314848.000000
baseline,tok_per_sec,365961081,331245.000000
baseline,tok_per_sec,366997798,307862.000000
baseline,tok_per_sec,368034515,322367.000000
baseline,tok_per_sec,369071232,332860.000000
baseline,tok_per_sec,370107949,322004.000000
baseline,tok_per_sec,371144666,317248.000000
baseline,tok_per_sec,372181383,323976.000000
baseline,tok_per_sec,373218100,309484.000000
baseline,tok_per_sec,374254817,237894.000000
baseline,tok_per_sec,375291534,325086.000000
baseline,tok_per_sec,376328250,313483.000000
baseline,tok_per_sec,377364967,322663.000000
baseline,tok_per_sec,378401684,327214.000000
baseline,tok_per_sec,379438401,317709.000000
baseline,tok_per_sec,380475118,325721.000000
baseline,tok_per_sec,381511835,312201.000000
baseline,tok_per_sec,382548552,315812.000000
baseline,tok_per_sec,383585269,324386.000000
baseline,tok_per_sec,384621986,235147.000000
baseline,tok_per_sec,385658703,297905.000000
baseline,tok_per_sec,386695420,323419.000000
baseline,tok_per_sec,387732137,306235.000000
baseline,tok_per_sec,388768854,330215.000000
baseline,tok_per_sec,389805571,305915.000000
baseline,tok_per_sec,390842288,314641.000000
baseline,tok_per_sec,391879005,322441.000000
baseline,tok_per_sec,392915722,318937.000000
baseline,tok_per_sec,393952439,323653.000000
baseline,tok_per_sec,394989155,230386.000000
baseline,tok_per_sec,396025872,319915.000000
baseline,tok_per_sec,397062589,327544.000000
baseline,tok_per_sec,398099306,317365.000000
baseline,tok_per_sec,399136023,309259.000000
baseline,tok_per_sec,400172740,324110.000000
baseline,tok_per_sec,401209457,317060.000000
baseline,tok_per_sec,402246174,326106.000000
baseline,tok_per_sec,403282891,319395.000000
baseline,tok_per_sec,404319608,333358.000000
baseline,tok_per_sec,405356325,233938.000000
baseline,tok_per_sec,406393042,307700.000000
baseline,tok_per_sec,407429759,327592.000000
baseline,tok_per_sec,408466476,316921.000000
baseline,tok_per_sec,409503193,325631.000000
baseline,tok_per_sec,410539910,310087.000000
baseline,tok_per_sec,411576627,319327.000000
baseline,tok_per_sec,412613343,306863.000000
baseline,tok_per_sec,413650060,325631.000000
baseline,tok_per_sec,414686777,325328.000000
baseline,tok_per_sec,415723494,212692.000000
baseline,tok_per_sec,416760211,322242.000000
baseline,tok_per_sec,417796928,314711.000000
baseline,tok_per_sec,418833645,299923.000000
baseline,tok_per_sec,419870362,304985.000000
baseline,tok_per_sec,420907079,327990.000000
baseline,tok_per_sec,421943796,322028.000000
baseline,tok_per_sec,422980513,317485.000000
baseline,tok_per_sec,424017230,312663.000000
baseline,tok_per_sec,425053947,304075.000000
baseline,tok_per_sec,426090664,232275.000000
baseline,tok_per_sec,427127381,323548.000000
baseline,tok_per_sec,428164098,309602.000000
baseline,tok_per_sec,429200815,315394.000000
baseline,tok_per_sec,430237532,313858.000000
baseline,tok_per_sec,431274248,316791.000000
baseline,tok_per_sec,432310965,321016.000000
baseline,tok_per_sec,433347682,316703.000000
baseline,tok_per_sec,434384399,321866.000000
baseline,tok_per_sec,435421116,311489.000000
baseline,tok_per_sec,436457833,231810.000000
baseline,tok_per_sec,437494550,313059.000000
baseline,tok_per_sec,438531267,325722.000000
baseline,tok_per_sec,439567984,304350.000000
baseline,tok_per_sec,440604701,328710.000000
baseline,tok_per_sec,441641418,307691.000000
baseline,tok_per_sec,442678135,317963.000000
baseline,tok_per_sec,443714852,317971.000000
baseline,tok_per_sec,444751569,321891.000000
baseline,tok_per_sec,445788286,306078.000000
baseline,tok_per_sec,446825003,231109.000000
baseline,tok_per_sec,447861720,315085.000000
baseline,tok_per_sec,448898437,319124.000000
baseline,tok_per_sec,449935153,316648.000000
baseline,tok_per_sec,450971870,322211.000000
baseline,tok_per_sec,452008587,294747.000000
baseline,tok_per_sec,453045304,312678.000000
baseline,tok_per_sec,454082021,321264.000000
baseline,tok_per_sec,455118738,308500.000000
baseline,tok_per_sec,456155455,328814.000000
baseline,tok_per_sec,457192172,235965.000000
baseline,tok_per_sec,458228889,306241.000000
baseline,tok_per_sec,459265606,312463.000000
baseline,tok_per_sec,460302323,318192.000000
baseline,tok_per_sec,461339040,322986.000000
baseline,tok_per_sec,462375757,324393.000000
baseline,tok_per_sec,463412474,310277.000000
baseline,tok_per_sec,464449191,346792.000000
baseline,tok_per_sec,465485908,312094.000000
baseline,tok_per_sec,466522625,322583.000000
baseline,tok_per_sec,467559342,236594.000000
baseline,tok_per_sec,468596058,329425.000000
baseline,tok_per_sec,469632775,318553.000000
baseline,tok_per_sec,470669492,321648.000000
baseline,tok_per_sec,471706209,313563.000000
baseline,tok_per_sec,472742926,313083.000000
baseline,tok_per_sec,473779643,321168.000000
baseline,tok_per_sec,474816360,315054.000000
baseline,tok_per_sec,475853077,325116.000000
baseline,tok_per_sec,476889794,308815.000000
baseline,tok_per_sec,477926511,232613.000000
baseline,tok_per_sec,478963228,318575.000000
baseline,tok_per_sec,479999945,319640.000000
baseline,tok_per_sec,481036662,310342.000000
baseline,tok_per_sec,482073379,314535.000000
baseline,tok_per_sec,483110096,313579.000000
baseline,tok_per_sec,484146813,315456.000000
baseline,tok_per_sec,485183530,307341.000000
baseline,tok_per_sec,486220246,329292.000000
baseline,tok_per_sec,487256963,317881.000000
baseline,tok_per_sec,488293680,234929.000000
baseline,tok_per_sec,489330397,309730.000000
baseline,tok_per_sec,490367114,348566.000000
baseline,tok_per_sec,491403831,302871.000000
baseline,tok_per_sec,492440548,333830.000000
baseline,tok_per_sec,493477265,311312.000000
baseline,tok_per_sec,494513982,313332.000000
baseline,tok_per_sec,495550699,318926.000000
baseline,tok_per_sec,496587416,318333.000000
baseline,tok_per_sec,497624133,310433.000000
baseline,tok_per_sec,498660850,226397.000000
baseline,tok_per_sec,499697567,322959.000000
baseline,tok_per_sec,500734284,321560.000000
baseline,tok_per_sec,501771001,321755.000000
baseline,tok_per_sec,502807718,310852.000000
baseline,tok_per_sec,503844435,313518.000000
baseline,tok_per_sec,504881151,324533.000000
baseline,tok_per_sec,505917868,322751.000000
baseline,tok_per_sec,506954585,311464.000000
baseline,tok_per_sec,507991302,330391.000000
baseline,tok_per_sec,509028019,229009.000000
baseline,tok_per_sec,510064736,322413.000000
baseline,tok_per_sec,511101453,317957.000000
baseline,tok_per_sec,512138170,327160.000000
baseline,tok_per_sec,513174887,311711.000000
baseline,tok_per_sec,514211604,322611.000000
baseline,tok_per_sec,515248321,316573.000000
baseline,tok_per_sec,516285038,318324.000000
baseline,tok_per_sec,517321755,316927.000000
baseline,tok_per_sec,518358472,318349.000000
baseline,tok_per_sec,519395189,237364.000000
baseline,grad_norm,1036717,0.432195
baseline,grad_norm,2073434,0.434983
baseline,grad_norm,3110151,0.487411
baseline,grad_norm,4146868,1.016623
baseline,grad_norm,5183585,1.155566
baseline,grad_norm,6220302,0.731074
baseline,grad_norm,7257019,0.516546
baseline,grad_norm,8293736,0.408976
baseline,grad_norm,9330452,0.351647
baseline,grad_norm,10367169,0.361331
baseline,grad_norm,11403886,0.291307
baseline,grad_norm,12440603,0.327693
baseline,grad_norm,13477320,0.336300
baseline,grad_norm,14514037,0.343341
baseline,grad_norm,15550754,0.352895
baseline,grad_norm,16587471,0.372517
baseline,grad_norm,17624188,0.389416
baseline,grad_norm,18660905,0.470799
baseline,grad_norm,19697622,0.426820
baseline,grad_norm,20734339,0.542831
baseline,grad_norm,21771056,0.576427
baseline,grad_norm,22807773,0.573741
baseline,grad_norm,23844490,0.461977
baseline,grad_norm,24881207,0.658431
baseline,grad_norm,25917924,0.540158
baseline,grad_norm,26954641,0.552842
baseline,grad_norm,27991357,0.522807
baseline,grad_norm,29028074,0.435445
baseline,grad_norm,30064791,0.475008
baseline,grad_norm,31101508,0.501946
baseline,grad_norm,32138225,0.588377
baseline,grad_norm,33174942,0.566185
baseline,grad_norm,34211659,0.460842
baseline,grad_norm,35248376,0.516957
baseline,grad_norm,36285093,0.527895
baseline,grad_norm,37321810,0.480163
baseline,grad_norm,38358527,0.576047
baseline,grad_norm,39395244,0.536576
baseline,grad_norm,40431961,0.478008
baseline,grad_norm,41468678,0.471630
baseline,grad_norm,42505395,0.543155
baseline,grad_norm,43542112,0.523556
baseline,grad_norm,44578829,0.486691
baseline,grad_norm,45615546,0.466498
baseline,grad_norm,46652262,0.514069
baseline,grad_norm,47688979,0.460812
baseline,grad_norm,48725696,0.480853
baseline,grad_norm,49762413,0.462036
baseline,grad_norm,50799130,0.526379
baseline,grad_norm,51835847,0.506737
baseline,grad_norm,52872564,0.516947
baseline,grad_norm,53909281,0.544022
baseline,grad_norm,54945998,0.487943
baseline,grad_norm,55982715,0.460596
baseline,grad_norm,57019432,0.513032
baseline,grad_norm,58056149,0.455377
baseline,grad_norm,59092866,0.467399
baseline,grad_norm,60129583,0.460954
baseline,grad_norm,61166300,0.502935
baseline,grad_norm,62203017,0.474774
baseline,grad_norm,63239734,0.497033
baseline,grad_norm,64276450,0.474809
baseline,grad_norm,65313167,0.500751
baseline,grad_norm,66349884,0.434979
baseline,grad_norm,67386601,0.472730
baseline,grad_norm,68423318,0.469269
baseline,grad_norm,69460035,0.480513
baseline,grad_norm,70496752,0.518569
baseline,grad_norm,71533469,0.479919
baseline,grad_norm,72570186,0.459191
baseline,grad_norm,73606903,0.464286
baseline,grad_norm,74643620,0.475274
baseline,grad_norm,75680337,0.459011
baseline,grad_norm,76717054,0.440669
baseline,grad_norm,77753771,0.482611
baseline,grad_norm,78790488,0.447701
baseline,grad_norm,79827205,0.450445
baseline,grad_norm,80863922,0.465539
baseline,grad_norm,81900639,0.437785
baseline,grad_norm,82937355,0.482873
baseline,grad_norm,83974072,0.464943
baseline,grad_norm,85010789,0.446777
baseline,grad_norm,86047506,0.419320
baseline,grad_norm,87084223,0.432904
baseline,grad_norm,88120940,0.468496
baseline,grad_norm,89157657,0.460470
baseline,grad_norm,90194374,0.461765
baseline,grad_norm,91231091,0.464197
baseline,grad_norm,92267808,0.434757
baseline,grad_norm,93304525,0.419976
baseline,grad_norm,94341242,0.447011
baseline,grad_norm,95377959,0.440931
baseline,grad_norm,96414676,0.495311
baseline,grad_norm,97451393,0.450288
baseline,grad_norm,98488110,0.445109
baseline,grad_norm,99524827,0.438186
baseline,grad_norm,100561544,0.427563
baseline,grad_norm,101598260,0.449722
baseline,grad_norm,102634977,0.464962
baseline,grad_norm,103671694,0.428016
baseline,grad_norm,104708411,0.428297
baseline,grad_norm,105745128,0.441550
baseline,grad_norm,106781845,0.432873
baseline,grad_norm,107818562,0.464440
baseline,grad_norm,108855279,0.426111
baseline,grad_norm,109891996,0.438155
baseline,grad_norm,110928713,0.416893
baseline,grad_norm,111965430,0.418519
baseline,grad_norm,113002147,0.426107
baseline,grad_norm,114038864,0.417558
baseline,grad_norm,115075581,0.422567
baseline,grad_norm,116112298,0.430244
baseline,grad_norm,117149015,0.420151
baseline,grad_norm,118185732,0.444359
baseline,grad_norm,119222448,0.464102
baseline,grad_norm,120259165,0.414503
baseline,grad_norm,121295882,0.439436
baseline,grad_norm,122332599,0.430978
baseline,grad_norm,123369316,0.423748
baseline,grad_norm,124406033,0.445098
baseline,grad_norm,125442750,0.417000
baseline,grad_norm,126479467,0.417994
baseline,grad_norm,127516184,0.445760
baseline,grad_norm,128552901,0.434129
baseline,grad_norm,129589618,0.425562
baseline,grad_norm,130626335,0.415346
baseline,grad_norm,131663052,0.426217
baseline,grad_norm,132699769,0.430208
baseline,grad_norm,133736486,0.430941
baseline,grad_norm,134773203,0.482123
baseline,grad_norm,135809920,0.444579
baseline,grad_norm,136846637,0.440167
baseline,grad_norm,137883353,0.416468
baseline,grad_norm,138920070,0.423584
baseline,grad_norm,139956787,0.438666
baseline,grad_norm,140993504,0.443555
baseline,grad_norm,142030221,0.448692
baseline,grad_norm,143066938,0.412276
baseline,grad_norm,144103655,0.440257
baseline,grad_norm,145140372,0.438813
baseline,grad_norm,146177089,0.411551
baseline,grad_norm,147213806,0.434923
baseline,grad_norm,148250523,0.437854
baseline,grad_norm,149287240,0.435875
baseline,grad_norm,150323957,0.424929
baseline,grad_norm,151360674,0.427551
baseline,grad_norm,152397391,0.420837
baseline,grad_norm,153434108,0.448063
baseline,grad_norm,154470825,0.399346
baseline,grad_norm,155507542,0.417003
baseline,grad_norm,156544258,0.436136
baseline,grad_norm,157580975,0.421920
baseline,grad_norm,158617692,0.395668
baseline,grad_norm,159654409,0.433390
baseline,grad_norm,160691126,0.421268
baseline,grad_norm,161727843,0.446380
baseline,grad_norm,162764560,0.419182
baseline,grad_norm,163801277,0.463274
baseline,grad_norm,164837994,0.420033
baseline,grad_norm,165874711,0.428840
baseline,grad_norm,166911428,0.424026
baseline,grad_norm,167948145,0.417924
baseline,grad_norm,168984862,0.410979
baseline,grad_norm,170021579,0.405777
baseline,grad_norm,171058296,0.408367
baseline,grad_norm,172095013,0.431653
baseline,grad_norm,173131730,0.423332
baseline,grad_norm,174168447,0.401015
baseline,grad_norm,175205163,0.400271
baseline,grad_norm,176241880,0.410274
baseline,grad_norm,177278597,0.406220
baseline,grad_norm,178315314,0.411487
baseline,grad_norm,179352031,0.408961
baseline,grad_norm,180388748,0.403145
baseline,grad_norm,181425465,0.397645
baseline,grad_norm,182462182,0.399782
baseline,grad_norm,183498899,0.396296
baseline,grad_norm,184535616,0.400854
baseline,grad_norm,185572333,0.405885
baseline,grad_norm,186609050,0.401122
baseline,grad_norm,187645767,0.403866
baseline,grad_norm,188682484,0.408563
baseline,grad_norm,189719201,0.408375
baseline,grad_norm,190755918,0.410181
baseline,grad_norm,191792635,0.392560
baseline,grad_norm,192829351,0.556667
baseline,grad_norm,193866068,0.454046
baseline,grad_norm,194902785,0.403004
baseline,grad_norm,195939502,0.394312
baseline,grad_norm,196976219,0.391053
baseline,grad_norm,198012936,0.371629
baseline,grad_norm,199049653,0.380962
baseline,grad_norm,200086370,0.374065
baseline,grad_norm,201123087,0.389508
baseline,grad_norm,202159804,0.384125
baseline,grad_norm,203196521,0.406243
baseline,grad_norm,204233238,0.390552
baseline,grad_norm,205269955,0.395188
baseline,grad_norm,206306672,0.391983
baseline,grad_norm,207343389,0.386862
baseline,grad_norm,208380106,0.381948
baseline,grad_norm,209416823,0.388302
baseline,grad_norm,210453540,0.395356
baseline,grad_norm,211490256,0.390885
baseline,grad_norm,212526973,0.388564
baseline,grad_norm,213563690,0.385637
baseline,grad_norm,214600407,0.385036
baseline,grad_norm,215637124,0.394104
baseline,grad_norm,216673841,0.387855
baseline,grad_norm,217710558,0.393154
baseline,grad_norm,218747275,0.396294
baseline,grad_norm,219783992,0.393000
baseline,grad_norm,220820709,0.393495
baseline,grad_norm,221857426,0.383322
baseline,grad_norm,222894143,0.383631
baseline,grad_norm,223930860,0.389302
baseline,grad_norm,224967577,0.391258
baseline,grad_norm,226004294,0.400525
baseline,grad_norm,227041011,0.388247
baseline,grad_norm,228077728,0.383198
baseline,grad_norm,229114445,0.391958
baseline,grad_norm,230151161,0.390251
baseline,grad_norm,231187878,0.384710
baseline,grad_norm,232224595,0.400670
baseline,grad_norm,233261312,0.406352
baseline,grad_norm,234298029,0.409088
baseline,grad_norm,235334746,0.401117
baseline,grad_norm,236371463,0.395060
baseline,grad_norm,237408180,0.405053
baseline,grad_norm,238444897,0.380357
baseline,grad_norm,239481614,0.384057
baseline,grad_norm,240518331,0.383914
baseline,grad_norm,241555048,0.376852
baseline,grad_norm,242591765,0.401901
baseline,grad_norm,243628482,0.393243
baseline,grad_norm,244665199,0.395016
baseline,grad_norm,245701916,0.403267
baseline,grad_norm,246738633,0.392108
baseline,grad_norm,247775349,0.401016
baseline,grad_norm,248812066,0.393741
baseline,grad_norm,249848783,0.390021
baseline,grad_norm,250885500,0.393070
baseline,grad_norm,251922217,0.391940
baseline,grad_norm,252958934,0.388800
baseline,grad_norm,253995651,0.411898
baseline,grad_norm,255032368,0.390663
baseline,grad_norm,256069085,0.405427
baseline,grad_norm,257105802,0.398862
baseline,grad_norm,258142519,0.397097
baseline,grad_norm,259179236,0.423959
baseline,grad_norm,260215953,0.395949
baseline,grad_norm,261252670,0.391962
baseline,grad_norm,262289387,0.403146
baseline,grad_norm,263326104,0.390738
baseline,grad_norm,264362821,0.394526
baseline,grad_norm,265399538,0.401218
baseline,grad_norm,266436254,0.391345
baseline,grad_norm,267472971,0.396750
baseline,grad_norm,268509688,0.388332
baseline,grad_norm,269546405,0.384921
baseline,grad_norm,270583122,0.391779
baseline,grad_norm,271619839,0.406244
baseline,grad_norm,272656556,0.384314
baseline,grad_norm,273693273,0.390390
baseline,grad_norm,274729990,0.405069
baseline,grad_norm,275766707,0.411628
baseline,grad_norm,276803424,0.406394
baseline,grad_norm,277840141,0.398396
baseline,grad_norm,278876858,0.411488
baseline,grad_norm,279913575,0.388099
baseline,grad_norm,280950292,0.381729
baseline,grad_norm,281987009,0.395315
baseline,grad_norm,283023726,0.397897
baseline,grad_norm,284060443,0.388157
baseline,grad_norm,285097159,0.390801
baseline,grad_norm,286133876,0.385461
baseline,grad_norm,287170593,0.404579
baseline,grad_norm,288207310,0.395655
baseline,grad_norm,289244027,0.399169
baseline,grad_norm,290280744,0.397045
baseline,grad_norm,291317461,0.395976
baseline,grad_norm,292354178,0.391600
baseline,grad_norm,293390895,0.398071
baseline,grad_norm,294427612,0.402441
baseline,grad_norm,295464329,0.377726
baseline,grad_norm,296501046,0.388628
baseline,grad_norm,297537763,0.394819
baseline,grad_norm,298574480,0.392681
baseline,grad_norm,299611197,0.390660
baseline,grad_norm,300647914,0.389040
baseline,grad_norm,301684631,0.384379
baseline,grad_norm,302721347,0.391906
baseline,grad_norm,303758064,0.376415
baseline,grad_norm,304794781,0.391191
baseline,grad_norm,305831498,0.390985
baseline,grad_norm,306868215,0.381683
baseline,grad_norm,307904932,0.383288
baseline,grad_norm,308941649,0.388531
baseline,grad_norm,309978366,0.389932
baseline,grad_norm,311015083,0.374094
baseline,grad_norm,312051800,0.386393
baseline,grad_norm,313088517,0.377384
baseline,grad_norm,314125234,0.387751
baseline,grad_norm,315161951,0.391817
baseline,grad_norm,316198668,0.382624
baseline,grad_norm,317235385,0.395474
baseline,grad_norm,318272102,0.383905
baseline,grad_norm,319308819,0.443224
baseline,grad_norm,320345536,0.399730
baseline,grad_norm,321382252,0.387358
baseline,grad_norm,322418969,0.407915
baseline,grad_norm,323455686,0.414921
baseline,grad_norm,324492403,0.387338
baseline,grad_norm,325529120,0.392429
baseline,grad_norm,326565837,0.372914
baseline,grad_norm,327602554,0.398906
baseline,grad_norm,328639271,0.391324
baseline,grad_norm,329675988,0.381049
baseline,grad_norm,330712705,0.384641
baseline,grad_norm,331749422,0.377217
baseline,grad_norm,332786139,0.375831
baseline,grad_norm,333822856,0.375210
baseline,grad_norm,334859573,0.373097
baseline,grad_norm,335896290,0.373588
baseline,grad_norm,336933007,0.391866
baseline,grad_norm,337969724,0.385815
baseline,grad_norm,339006441,0.380317
baseline,grad_norm,340043157,0.378267
baseline,grad_norm,341079874,0.390588
baseline,grad_norm,342116591,0.397532
baseline,grad_norm,343153308,0.398438
baseline,grad_norm,344190025,0.384327
baseline,grad_norm,345226742,0.384906
baseline,grad_norm,346263459,0.379276
baseline,grad_norm,347300176,0.377987
baseline,grad_norm,348336893,0.382689
baseline,grad_norm,349373610,0.376386
baseline,grad_norm,350410327,0.407003
baseline,grad_norm,351447044,0.397804
baseline,grad_norm,352483761,0.380440
baseline,grad_norm,353520478,0.377783
baseline,grad_norm,354557195,0.374858
baseline,grad_norm,355593912,0.376064
baseline,grad_norm,356630629,0.380215
baseline,grad_norm,357667345,0.392111
baseline,grad_norm,358704062,0.385328
baseline,grad_norm,359740779,0.380292
baseline,grad_norm,360777496,0.383620
baseline,grad_norm,361814213,0.379065
baseline,grad_norm,362850930,0.379135
baseline,grad_norm,363887647,0.380459
baseline,grad_norm,364924364,0.386365
baseline,grad_norm,365961081,0.384262
baseline,grad_norm,366997798,0.390235
baseline,grad_norm,368034515,0.404183
baseline,grad_norm,369071232,0.409895
baseline,grad_norm,370107949,0.380714
baseline,grad_norm,371144666,0.381340
baseline,grad_norm,372181383,0.375632
baseline,grad_norm,373218100,0.377120
baseline,grad_norm,374254817,0.485783
baseline,grad_norm,375291534,0.390663
baseline,grad_norm,376328250,0.385554
baseline,grad_norm,377364967,0.394573
