series,metric,mtokens,value
stream_str5,eval_loss,456.0636,3.730660
stream_str5,perplexity,456.0636,41.706625
stream_str5,eval_loss,497.5239,3.651580
stream_str5,perplexity,497.5239,38.535504
stream_str5,eval_loss,538.9843,3.580620
stream_str5,perplexity,538.9843,35.895789
stream_str5,eval_loss,580.4446,3.511450
stream_str5,perplexity,580.4446,33.496803
stream_str5,eval_loss,621.9049,3.453190
stream_str5,perplexity,621.9049,31.601039
stream_str5,eval_loss,663.3653,3.397980
stream_str5,perplexity,663.3653,29.903634
stream_str5,eval_loss,704.8256,3.352790
stream_str5,perplexity,704.8256,28.582367
stream_str5,eval_loss,746.2859,3.314840
stream_str5,perplexity,746.2859,27.517991
stream_str5,eval_loss,787.7462,3.273550
stream_str5,perplexity,787.7462,26.404911
stream_str5,eval_loss,829.2066,3.234160
stream_str5,perplexity,829.2066,25.385039
stream_str5,eval_loss,870.6669,3.206990
stream_str5,perplexity,870.6669,24.704613
stream_str5,eval_loss,912.1272,3.180170
stream_str5,perplexity,912.1272,24.050842
stream_str5,eval_loss,953.5876,3.159590
stream_str5,perplexity,953.5876,23.560934
stream_str5,eval_loss,995.0479,3.142100
stream_str5,perplexity,995.0479,23.152436
stream_str5,eval_loss,1036.5082,3.127850
stream_str5,perplexity,1036.5082,22.824853
stream_str5,eval_loss,1077.9686,3.118210
stream_str5,perplexity,1077.9686,22.605879
stream_str5,eval_loss,1119.4289,3.105000
stream_str5,perplexity,1119.4289,22.309219
stream_str5,eval_loss,1160.8892,3.093950
stream_str5,perplexity,1160.8892,22.064059
stream_str5,eval_loss,1202.3495,3.079790
stream_str5,perplexity,1202.3495,21.753834
stream_str5,eval_loss,1243.8099,3.068520
stream_str5,perplexity,1243.8099,21.510044
stream_str5,eval_loss,1285.2702,3.058590
stream_str5,perplexity,1285.2702,21.297506
stream_str5,eval_loss,1326.7305,3.048930
stream_str5,perplexity,1326.7305,21.092763
stream_str5,eval_loss,1368.1909,3.040590
stream_str5,perplexity,1368.1909,20.917581
stream_str5,eval_loss,1409.6512,3.034340
stream_str5,perplexity,1409.6512,20.787254
stream_str5,eval_loss,1451.1115,3.020510
stream_str5,perplexity,1451.1115,20.501745
stream_str5,eval_loss,1492.5718,3.014510
stream_str5,perplexity,1492.5718,20.379103
stream_str5,eval_loss,1534.0322,3.006300
stream_str5,perplexity,1534.0322,20.212475
stream_str5,eval_loss,1575.4925,3.003580
stream_str5,perplexity,1575.4925,20.157572
stream_str5,eval_loss,1616.9528,2.994770
stream_str5,perplexity,1616.9528,19.980764
stream_str5,eval_loss,1658.4132,2.982080
stream_str5,perplexity,1658.4132,19.728810
stream_str5,eval_loss,1699.8735,2.976610
stream_str5,perplexity,1699.8735,19.621188
stream_str5,eval_loss,1741.3338,2.966690
stream_str5,perplexity,1741.3338,19.427508
stream_str5,eval_loss,1782.7941,2.956510
stream_str5,perplexity,1782.7941,19.230739
stream_str5,eval_loss,1824.2545,2.948530
stream_str5,perplexity,1824.2545,19.077889
stream_str5,eval_loss,1865.7148,2.939680
stream_str5,perplexity,1865.7148,18.909794
stream_str5,eval_loss,1907.1751,2.932840
stream_str5,perplexity,1907.1751,18.780893
stream_str5,eval_loss,1948.6355,2.927200
stream_str5,perplexity,1948.6355,18.675266
stream_str5,eval_loss,1990.0958,2.918760
stream_str5,perplexity,1990.0958,18.518311
stream_str5,grad_norm,4.1331,0.443900
stream_str5,grad_norm,8.2662,0.450400
stream_str5,grad_norm,12.3994,0.654800
stream_str5,grad_norm,16.5325,1.275000
stream_str5,grad_norm,20.6656,0.810600
stream_str5,grad_norm,24.7987,0.571500
stream_str5,grad_norm,28.9318,0.494500
stream_str5,grad_norm,33.0649,0.476500
stream_str5,grad_norm,37.1981,0.463100
stream_str5,grad_norm,41.3312,0.470600
stream_str5,grad_norm,45.4643,0.446300
stream_str5,grad_norm,49.5974,0.457800
stream_str5,grad_norm,53.7305,0.447800
stream_str5,grad_norm,57.8636,0.420800
stream_str5,grad_norm,61.9968,0.411900
stream_str5,grad_norm,66.1299,0.459800
stream_str5,grad_norm,70.2630,0.554400
stream_str5,grad_norm,74.3961,0.484600
stream_str5,grad_norm,78.5292,0.452600
stream_str5,grad_norm,82.6623,0.515100
stream_str5,grad_norm,86.7955,0.489700
stream_str5,grad_norm,90.9286,0.490600
stream_str5,grad_norm,95.0617,0.537300
stream_str5,grad_norm,99.1948,0.504700
stream_str5,grad_norm,103.3279,0.471500
stream_str5,grad_norm,107.4610,0.490700
stream_str5,grad_norm,111.5942,0.494000
stream_str5,grad_norm,115.7273,0.529900
stream_str5,grad_norm,119.8604,0.479100
stream_str5,grad_norm,123.9935,0.472000
stream_str5,grad_norm,128.1266,0.481000
stream_str5,grad_norm,132.2597,0.467600
stream_str5,grad_norm,136.3929,0.474100
stream_str5,grad_norm,140.5260,0.488600
stream_str5,grad_norm,144.6591,0.477700
stream_str5,grad_norm,148.7922,0.468900
stream_str5,grad_norm,152.9253,0.474200
stream_str5,grad_norm,157.0584,0.503400
stream_str5,grad_norm,161.1916,0.538600
stream_str5,grad_norm,165.3247,0.460600
stream_str5,grad_norm,169.4578,0.457300
stream_str5,grad_norm,173.5909,0.487500
stream_str5,grad_norm,177.7240,0.486200
stream_str5,grad_norm,181.8571,0.509600
stream_str5,grad_norm,185.9903,0.458900
stream_str5,grad_norm,190.1234,0.537400
stream_str5,grad_norm,194.2565,0.441600
stream_str5,grad_norm,198.3896,0.499200
stream_str5,grad_norm,202.5227,0.496600
stream_str5,grad_norm,206.6558,0.477700
stream_str5,grad_norm,210.7890,0.447200
stream_str5,grad_norm,214.9221,0.477700
stream_str5,grad_norm,219.0552,0.489800
stream_str5,grad_norm,223.1883,0.452100
stream_str5,grad_norm,227.3214,0.449800
stream_str5,grad_norm,231.4545,0.466800
stream_str5,grad_norm,235.5877,0.509500
stream_str5,grad_norm,239.7208,0.460700
stream_str5,grad_norm,243.8539,0.444900
stream_str5,grad_norm,247.9870,0.445400
stream_str5,grad_norm,252.1201,0.452300
stream_str5,grad_norm,256.2532,0.458500
stream_str5,grad_norm,260.3864,0.447700
stream_str5,grad_norm,264.5195,0.443400
stream_str5,grad_norm,268.6526,0.450200
stream_str5,grad_norm,272.7857,0.455100
stream_str5,grad_norm,276.9188,0.437600
stream_str5,grad_norm,281.0519,0.430600
stream_str5,grad_norm,285.1851,0.452100
stream_str5,grad_norm,289.3182,0.443000
stream_str5,grad_norm,293.4513,0.468000
stream_str5,grad_norm,297.5844,0.479600
stream_str5,grad_norm,301.7175,0.483100
stream_str5,grad_norm,305.8507,0.707900
stream_str5,grad_norm,309.9838,0.442200
stream_str5,grad_norm,314.1169,0.433300
stream_str5,grad_norm,318.2500,0.435900
stream_str5,grad_norm,322.3831,0.441500
stream_str5,grad_norm,326.5162,0.433700
stream_str5,grad_norm,330.6494,0.431000
stream_str5,grad_norm,334.7825,0.423500
stream_str5,grad_norm,338.9156,0.423600
stream_str5,grad_norm,343.0487,0.431800
stream_str5,grad_norm,347.1818,0.426200
stream_str5,grad_norm,351.3149,0.452300
stream_str5,grad_norm,355.4481,0.434200
stream_str5,grad_norm,359.5812,0.427000
stream_str5,grad_norm,363.7143,0.420000
stream_str5,grad_norm,367.8474,0.470500
stream_str5,grad_norm,371.9805,0.460200
stream_str5,grad_norm,376.1136,0.438100
stream_str5,grad_norm,380.2468,0.432000
stream_str5,grad_norm,384.3799,0.415200
stream_str5,grad_norm,388.5130,0.426100
stream_str5,grad_norm,392.6461,0.426600
stream_str5,grad_norm,396.7792,0.408700
stream_str5,grad_norm,400.9123,0.413700
stream_str5,grad_norm,405.0455,0.427500
stream_str5,grad_norm,409.1786,0.419400
stream_str5,grad_norm,413.3117,0.416800
stream_str5,grad_norm,417.4448,0.404900
stream_str5,grad_norm,421.5779,0.412000
stream_str5,grad_norm,425.7110,0.410300
stream_str5,grad_norm,429.8442,0.409400
stream_str5,grad_norm,433.9773,0.434500
stream_str5,grad_norm,438.1104,0.425900
stream_str5,grad_norm,442.2435,0.405400
stream_str5,grad_norm,446.3766,0.409500
stream_str5,grad_norm,450.5097,0.434600
stream_str5,grad_norm,454.6429,0.412000
stream_str5,grad_norm,458.7760,0.415000
stream_str5,grad_norm,462.9091,0.409600
stream_str5,grad_norm,467.0422,0.433000
stream_str5,grad_norm,471.1753,0.416600
stream_str5,grad_norm,475.3084,0.392700
stream_str5,grad_norm,479.4416,0.399500
stream_str5,grad_norm,483.5747,0.397700
stream_str5,grad_norm,487.7078,0.408500
stream_str5,grad_norm,491.8409,0.420600
stream_str5,grad_norm,495.9740,0.412200
stream_str5,grad_norm,500.1071,0.398500
stream_str5,grad_norm,504.2403,0.399100
stream_str5,grad_norm,508.3734,0.425400
stream_str5,grad_norm,512.5065,0.408600
stream_str5,grad_norm,516.6396,0.421300
stream_str5,grad_norm,520.7727,0.397700
stream_str5,grad_norm,524.9058,0.401700
stream_str5,grad_norm,529.0390,0.398600
stream_str5,grad_norm,533.1721,0.393700
stream_str5,grad_norm,537.3052,0.411900
stream_str5,grad_norm,541.4383,0.398400
stream_str5,grad_norm,545.5714,0.410400
stream_str5,grad_norm,549.7045,0.395100
stream_str5,grad_norm,553.8377,0.402200
stream_str5,grad_norm,557.9708,0.386200
stream_str5,grad_norm,562.1039,0.389900
stream_str5,grad_norm,566.2370,0.400500
stream_str5,grad_norm,570.3701,0.389100
stream_str5,grad_norm,574.5032,0.396100
stream_str5,grad_norm,578.6364,0.382800
stream_str5,grad_norm,582.7695,0.385200
stream_str5,grad_norm,586.9026,0.404600
stream_str5,grad_norm,591.0357,0.384900
stream_str5,grad_norm,595.1688,0.384700
stream_str5,grad_norm,599.3019,0.390400
stream_str5,grad_norm,603.4351,0.399700
stream_str5,grad_norm,607.5682,0.386300
stream_str5,grad_norm,611.7013,0.385700
stream_str5,grad_norm,615.8344,0.379300
stream_str5,grad_norm,619.9675,0.387200
stream_str5,grad_norm,624.1007,0.378800
stream_str5,grad_norm,628.2338,0.380300
stream_str5,grad_norm,632.3669,0.376600
stream_str5,grad_norm,636.5000,0.375800
stream_str5,grad_norm,640.6331,0.389700
stream_str5,grad_norm,644.7662,0.379100
stream_str5,grad_norm,648.8994,0.387100
stream_str5,grad_norm,653.0325,0.387900
stream_str5,grad_norm,657.1656,0.372500
stream_str5,grad_norm,661.2987,0.366500
stream_str5,grad_norm,665.4318,0.388600
stream_str5,grad_norm,669.5649,0.364100
stream_str5,grad_norm,673.6981,0.366600
stream_str5,grad_norm,677.8312,0.367800
stream_str5,grad_norm,681.9643,0.375000
stream_str5,grad_norm,686.0974,0.371400
stream_str5,grad_norm,690.2305,0.375700
stream_str5,grad_norm,694.3636,0.372100
stream_str5,grad_norm,698.4968,0.374000
stream_str5,grad_norm,702.6299,0.380100
stream_str5,grad_norm,706.7630,0.364700
stream_str5,grad_norm,710.8961,0.372000
stream_str5,grad_norm,715.0292,0.381200
stream_str5,grad_norm,719.1623,0.362400
stream_str5,grad_norm,723.2955,0.367800
stream_str5,grad_norm,727.4286,0.367400
stream_str5,grad_norm,731.5617,0.366100
stream_str5,grad_norm,735.6948,0.364900
stream_str5,grad_norm,739.8279,0.362800
stream_str5,grad_norm,743.9610,0.369700
stream_str5,grad_norm,748.0942,0.381200
stream_str5,grad_norm,752.2273,0.369500
stream_str5,grad_norm,756.3604,0.365300
stream_str5,grad_norm,760.4935,0.367900
stream_str5,grad_norm,764.6266,0.366400
stream_str5,grad_norm,768.7597,0.365000
stream_str5,grad_norm,772.8929,0.361500
stream_str5,grad_norm,777.0260,0.373700
stream_str5,grad_norm,781.1591,0.364600
stream_str5,grad_norm,785.2922,0.378400
stream_str5,grad_norm,789.4253,0.362300
stream_str5,grad_norm,793.5584,0.365500
stream_str5,grad_norm,797.6916,0.358700
stream_str5,grad_norm,801.8247,0.359500
stream_str5,grad_norm,805.9578,0.365200
stream_str5,grad_norm,810.0909,0.364200
stream_str5,grad_norm,814.2240,0.379800
stream_str5,grad_norm,818.3571,0.363300
stream_str5,grad_norm,822.4903,0.371300
stream_str5,grad_norm,826.6234,0.363900
stream_str5,grad_norm,830.7565,0.365500
stream_str5,grad_norm,834.8896,0.369800
stream_str5,grad_norm,839.0227,0.377300
stream_str5,grad_norm,843.1558,0.357000
stream_str5,grad_norm,847.2890,0.371700
stream_str5,grad_norm,851.4221,0.357500
stream_str5,grad_norm,855.5552,0.354900
stream_str5,grad_norm,859.6883,0.353200
stream_str5,grad_norm,863.8214,0.395900
stream_str5,grad_norm,867.9545,0.360400
stream_str5,grad_norm,872.0877,0.373300
stream_str5,grad_norm,876.2208,0.368400
stream_str5,grad_norm,880.3539,0.371300
stream_str5,grad_norm,884.4870,0.367600
stream_str5,grad_norm,888.6201,0.361300
stream_str5,grad_norm,892.7532,0.360900
stream_str5,grad_norm,896.8864,0.359600
stream_str5,grad_norm,901.0195,0.373400
stream_str5,grad_norm,905.1526,0.371200
stream_str5,grad_norm,909.2857,0.360300
stream_str5,grad_norm,913.4188,0.360700
stream_str5,grad_norm,917.5520,0.354200
stream_str5,grad_norm,921.6851,0.356600
stream_str5,grad_norm,925.8182,0.361800
stream_str5,grad_norm,929.9513,0.366500
stream_str5,grad_norm,934.0844,0.353000
stream_str5,grad_norm,938.2175,0.364000
stream_str5,grad_norm,942.3507,0.360500
stream_str5,grad_norm,946.4838,0.363900
stream_str5,grad_norm,950.6169,0.369700
stream_str5,grad_norm,954.7500,0.364600
stream_str5,grad_norm,958.8831,0.361100
stream_str5,grad_norm,963.0162,0.360000
stream_str5,grad_norm,967.1494,0.349800
stream_str5,grad_norm,971.2825,0.351500
stream_str5,grad_norm,975.4156,0.365100
stream_str5,grad_norm,979.5487,0.352500
stream_str5,grad_norm,983.6818,0.353800
stream_str5,grad_norm,987.8149,0.366000
stream_str5,grad_norm,991.9481,0.351500
stream_str5,grad_norm,996.0812,0.371900
stream_str5,grad_norm,1000.2143,0.353600
stream_str5,grad_norm,1004.3474,0.364400
stream_str5,grad_norm,1008.4805,0.366900
stream_str5,grad_norm,1012.6136,0.357000
stream_str5,grad_norm,1016.7468,0.356700
stream_str5,grad_norm,1020.8799,0.367300
stream_str5,grad_norm,1025.0130,0.357000
stream_str5,grad_norm,1029.1461,0.356800
stream_str5,grad_norm,1033.2792,0.348300
stream_str5,grad_norm,1037.4123,0.357400
stream_str5,grad_norm,1041.5455,0.357700
stream_str5,grad_norm,1045.6786,0.364400
stream_str5,grad_norm,1049.8117,0.391500
stream_str5,grad_norm,1053.9448,0.355700
stream_str5,grad_norm,1058.0779,0.352400
stream_str5,grad_norm,1062.2110,0.343700
stream_str5,grad_norm,1066.3442,0.352300
stream_str5,grad_norm,1070.4773,0.356500
stream_str5,grad_norm,1074.6104,0.374000
stream_str5,grad_norm,1078.7435,0.353100
stream_str5,grad_norm,1082.8766,0.355600
stream_str5,grad_norm,1087.0097,0.351300
stream_str5,grad_norm,1091.1429,0.355800
stream_str5,grad_norm,1095.2760,0.366100
stream_str5,grad_norm,1099.4091,0.365500
stream_str5,grad_norm,1103.5422,0.354000
stream_str5,grad_norm,1107.6753,0.365600
stream_str5,grad_norm,1111.8084,0.361200
stream_str5,grad_norm,1115.9416,0.366400
stream_str5,grad_norm,1120.0747,0.367800
stream_str5,grad_norm,1124.2078,0.405800
stream_str5,grad_norm,1128.3409,0.401200
stream_str5,grad_norm,1132.4740,0.360800
stream_str5,grad_norm,1136.6071,0.356800
stream_str5,grad_norm,1140.7403,0.353200
stream_str5,grad_norm,1144.8734,0.358100
stream_str5,grad_norm,1149.0065,0.355500
stream_str5,grad_norm,1153.1396,0.359500
stream_str5,grad_norm,1157.2727,0.368300
stream_str5,grad_norm,1161.4058,0.363800
stream_str5,grad_norm,1165.5390,0.374300
stream_str5,grad_norm,1169.6721,0.354100
stream_str5,grad_norm,1173.8052,0.352000
stream_str5,grad_norm,1177.9383,0.358900
stream_str5,grad_norm,1182.0714,0.356000
stream_str5,grad_norm,1186.2045,0.370500
stream_str5,grad_norm,1190.3377,0.355100
stream_str5,grad_norm,1194.4708,0.359700
stream_str5,grad_norm,1198.6039,0.356900
stream_str5,grad_norm,1202.7370,0.348700
stream_str5,grad_norm,1206.8701,0.362700
stream_str5,grad_norm,1211.0033,0.355700
stream_str5,grad_norm,1215.1364,0.353800
stream_str5,grad_norm,1219.2695,0.369400
stream_str5,grad_norm,1223.4026,0.354000
stream_str5,grad_norm,1227.5357,0.369700
stream_str5,grad_norm,1231.6688,0.354100
stream_str5,grad_norm,1235.8020,0.355600
stream_str5,grad_norm,1239.9351,0.352900
stream_str5,grad_norm,1244.0682,0.360600
stream_str5,grad_norm,1248.2013,0.347100
stream_str5,grad_norm,1252.3344,0.343200
stream_str5,grad_norm,1256.4675,0.362300
stream_str5,grad_norm,1260.6007,0.352100
stream_str5,grad_norm,1264.7338,0.363800
stream_str5,grad_norm,1268.8669,0.369600
stream_str5,grad_norm,1273.0000,0.353500
stream_str5,grad_norm,1277.1331,0.362100
stream_str5,grad_norm,1281.2662,0.354300
stream_str5,grad_norm,1285.3994,0.360700
stream_str5,grad_norm,1289.5325,0.354700
stream_str5,grad_norm,1293.6656,0.350900
stream_str5,grad_norm,1297.7987,0.366800
stream_str5,grad_norm,1301.9318,0.350800
stream_str5,grad_norm,1306.0649,0.348100
stream_str5,grad_norm,1310.1981,0.346200
stream_str5,grad_norm,1314.3312,0.356800
stream_str5,grad_norm,1318.4643,0.355300
stream_str5,grad_norm,1322.5974,0.356100
stream_str5,grad_norm,1326.7305,0.348400
stream_str5,grad_norm,1330.8636,0.347000
stream_str5,grad_norm,1334.9968,0.351700
stream_str5,grad_norm,1339.1299,0.351300
stream_str5,grad_norm,1343.2630,0.361200
stream_str5,grad_norm,1347.3961,0.357400
stream_str5,grad_norm,1351.5292,0.358100
stream_str5,grad_norm,1355.6623,0.355000
stream_str5,grad_norm,1359.7955,0.372900
stream_str5,grad_norm,1363.9286,0.364200
stream_str5,grad_norm,1368.0617,0.358100
stream_str5,grad_norm,1372.1948,0.368200
stream_str5,grad_norm,1376.3279,0.350200
stream_str5,grad_norm,1380.4610,0.360800
stream_str5,grad_norm,1384.5942,0.370200
stream_str5,grad_norm,1388.7273,0.351000
stream_str5,grad_norm,1392.8604,0.364400
stream_str5,grad_norm,1396.9935,0.358800
stream_str5,grad_norm,1401.1266,0.351800
stream_str5,grad_norm,1405.2597,0.357400
stream_str5,grad_norm,1409.3929,0.371200
stream_str5,grad_norm,1413.5260,0.355300
stream_str5,grad_norm,1417.6591,0.353500
stream_str5,grad_norm,1421.7922,0.349700
stream_str5,grad_norm,1425.9253,0.351400
stream_str5,grad_norm,1430.0584,0.351200
stream_str5,grad_norm,1434.1916,0.369400
stream_str5,grad_norm,1438.3247,0.368300
stream_str5,grad_norm,1442.4578,0.353600
stream_str5,grad_norm,1446.5909,0.351600
stream_str5,grad_norm,1450.7240,0.358200
stream_str5,grad_norm,1454.8571,0.356500
stream_str5,grad_norm,1458.9903,0.357400
stream_str5,grad_norm,1463.1234,0.355700
stream_str5,grad_norm,1467.2565,0.365900
stream_str5,grad_norm,1471.3896,0.345700
stream_str5,grad_norm,1475.5227,0.358900
stream_str5,grad_norm,1479.6558,0.354100
stream_str5,grad_norm,1483.7890,0.348800
stream_str5,grad_norm,1487.9221,0.358600
stream_str5,grad_norm,1492.0552,0.358700
stream_str5,grad_norm,1496.1883,0.355200
stream_str5,grad_norm,1500.3214,0.361100
stream_str5,grad_norm,1504.4546,0.362400
stream_str5,grad_norm,1508.5877,0.360400
stream_str5,grad_norm,1512.7208,0.362400
stream_str5,grad_norm,1516.8539,0.358500
stream_str5,grad_norm,1520.9870,0.356400
stream_str5,grad_norm,1525.1201,0.350000
stream_str5,grad_norm,1529.2533,0.346500
stream_str5,grad_norm,1533.3864,0.348400
stream_str5,grad_norm,1537.5195,0.355400
stream_str5,grad_norm,1541.6526,0.358000
stream_str5,grad_norm,1545.7857,0.387400
stream_str5,grad_norm,1549.9188,0.359100
stream_str5,grad_norm,1554.0520,0.352900
stream_str5,grad_norm,1558.1851,0.353200
stream_str5,grad_norm,1562.3182,0.349700
stream_str5,grad_norm,1566.4513,0.357200
stream_str5,grad_norm,1570.5844,0.354400
stream_str5,grad_norm,1574.7175,0.374800
stream_str5,grad_norm,1578.8507,0.355400
stream_str5,grad_norm,1582.9838,0.351400
stream_str5,grad_norm,1587.1169,0.354500
stream_str5,grad_norm,1591.2500,0.354100
stream_str5,grad_norm,1595.3831,0.350600
stream_str5,grad_norm,1599.5162,0.359900
stream_str5,grad_norm,1603.6494,0.374000
stream_str5,grad_norm,1607.7825,0.358000
stream_str5,grad_norm,1611.9156,0.361300
stream_str5,grad_norm,1616.0487,0.365100
stream_str5,grad_norm,1620.1818,0.348800
stream_str5,grad_norm,1624.3149,0.347100
stream_str5,grad_norm,1628.4481,0.346400
stream_str5,grad_norm,1632.5812,0.351800
stream_str5,grad_norm,1636.7143,0.362300
stream_str5,grad_norm,1640.8474,0.355000
stream_str5,grad_norm,1644.9805,0.362300
stream_str5,grad_norm,1649.1136,0.349800
stream_str5,grad_norm,1653.2468,0.363000
stream_str5,grad_norm,1657.3799,0.367100
stream_str5,grad_norm,1661.5130,0.350700
stream_str5,grad_norm,1665.6461,0.344800
stream_str5,grad_norm,1669.7792,0.358300
stream_str5,grad_norm,1673.9123,0.349000
stream_str5,grad_norm,1678.0455,0.351300
stream_str5,grad_norm,1682.1786,0.360300
stream_str5,grad_norm,1686.3117,0.353900
stream_str5,grad_norm,1690.4448,0.354800
stream_str5,grad_norm,1694.5779,0.357400
stream_str5,grad_norm,1698.7110,0.352500
stream_str5,grad_norm,1702.8442,0.359900
stream_str5,grad_norm,1706.9773,0.365900
stream_str5,grad_norm,1711.1104,0.356300
stream_str5,grad_norm,1715.2435,0.353600
stream_str5,grad_norm,1719.3766,0.353600
stream_str5,grad_norm,1723.5097,0.361700
stream_str5,grad_norm,1727.6429,0.361300
stream_str5,grad_norm,1731.7760,0.380100
stream_str5,grad_norm,1735.9091,0.356800
stream_str5,grad_norm,1740.0422,0.346700
stream_str5,grad_norm,1744.1753,0.355300
stream_str5,grad_norm,1748.3084,0.360500
stream_str5,grad_norm,1752.4416,0.372600
stream_str5,grad_norm,1756.5747,0.357000
stream_str5,grad_norm,1760.7078,0.353900
stream_str5,grad_norm,1764.8409,0.345200
stream_str5,grad_norm,1768.9740,0.360000
stream_str5,grad_norm,1773.1071,0.355200
stream_str5,grad_norm,1777.2403,0.351900
stream_str5,grad_norm,1781.3734,0.349100
stream_str5,grad_norm,1785.5065,0.355900
stream_str5,grad_norm,1789.6396,0.346400
stream_str5,grad_norm,1793.7727,0.358400
stream_str5,grad_norm,1797.9058,0.366400
stream_str5,grad_norm,1802.0390,0.354200
stream_str5,grad_norm,1806.1721,0.353100
stream_str5,grad_norm,1810.3052,0.358000
stream_str5,grad_norm,1814.4383,0.355200
stream_str5,grad_norm,1818.5714,0.412700
stream_str5,grad_norm,1822.7046,0.361000
stream_str5,grad_norm,1826.8377,0.351000
stream_str5,grad_norm,1830.9708,0.355900
stream_str5,grad_norm,1835.1039,0.356000
stream_str5,grad_norm,1839.2370,0.357400
stream_str5,grad_norm,1843.3701,0.360200
stream_str5,grad_norm,1847.5033,0.354100
stream_str5,grad_norm,1851.6364,0.357900
stream_str5,grad_norm,1855.7695,0.349000
stream_str5,grad_norm,1859.9026,0.358000
stream_str5,grad_norm,1864.0357,0.358400
stream_str5,grad_norm,1868.1688,0.417100
stream_str5,grad_norm,1872.3020,0.350600
stream_str5,grad_norm,1876.4351,0.365400
stream_str5,grad_norm,1880.5682,0.361100
stream_str5,grad_norm,1884.7013,0.350200
stream_str5,grad_norm,1888.8344,0.352700
stream_str5,grad_norm,1892.9675,0.361700
stream_str5,grad_norm,1897.1007,0.363000
stream_str5,grad_norm,1901.2338,0.357500
stream_str5,grad_norm,1905.3669,0.353700
stream_str5,grad_norm,1909.5000,0.357500
stream_str5,grad_norm,1913.6331,0.351900
stream_str5,grad_norm,1917.7662,0.351600
stream_str5,grad_norm,1921.8994,0.352000
stream_str5,grad_norm,1926.0325,0.349700
stream_str5,grad_norm,1930.1656,0.350700
stream_str5,grad_norm,1934.2987,0.356300
stream_str5,grad_norm,1938.4318,0.352100
stream_str5,grad_norm,1942.5649,0.365800
stream_str5,grad_norm,1946.6981,0.350900
stream_str5,grad_norm,1950.8312,0.347500
stream_str5,grad_norm,1954.9643,0.356800
stream_str5,grad_norm,1959.0974,0.364300
stream_str5,grad_norm,1963.2305,0.369800
stream_str5,grad_norm,1967.3636,0.357900
stream_str5,grad_norm,1971.4968,0.351300
stream_str5,grad_norm,1975.6299,0.370000
stream_str5,grad_norm,1979.7630,0.360500
stream_str5,grad_norm,1983.8961,0.349600
stream_str5,grad_norm,1988.0292,0.360400
stream_str5,grad_norm,1992.1623,0.364800
stream_str5,grad_norm,1996.2955,0.370000
async_nodn,train_loss,3.5206,9.460710
async_nodn,train_loss,7.0413,9.406920
async_nodn,train_loss,10.5619,9.187260
async_nodn,train_loss,14.0826,8.343230
async_nodn,train_loss,17.6032,7.764970
async_nodn,train_loss,21.1238,7.427100
async_nodn,train_loss,24.6445,7.373130
async_nodn,train_loss,28.1651,7.129090
async_nodn,train_loss,31.6858,7.012810
async_nodn,train_loss,35.2064,8.194680
async_nodn,train_loss,38.7270,7.933120
async_nodn,train_loss,42.2477,7.329980
async_nodn,train_loss,45.7683,9.420680
async_nodn,train_loss,49.2889,9.220710
async_nodn,train_loss,52.8096,7.961030
async_nodn,train_loss,56.3302,7.837190
async_nodn,train_loss,59.8509,7.796400
async_nodn,train_loss,63.3715,7.408890
async_nodn,eval_loss,35.3164,8.323240
async_nodn,perplexity,35.3164,4118.482297
async_nodn,grad_norm,3.5206,0.443900
async_nodn,grad_norm,7.0413,0.452900
async_nodn,grad_norm,10.5619,0.746800
async_nodn,grad_norm,14.0826,2.798800
async_nodn,grad_norm,17.6032,0.740400
async_nodn,grad_norm,21.1238,0.536500
async_nodn,grad_norm,24.6445,3.605400
async_nodn,grad_norm,28.1651,0.576800
async_nodn,grad_norm,31.6858,0.373100
async_nodn,grad_norm,35.2064,1.733400
async_nodn,grad_norm,38.7270,1.382400
async_nodn,grad_norm,42.2477,2.053400
async_nodn,grad_norm,45.7683,7.679100
async_nodn,grad_norm,49.2889,4.234100
async_nodn,grad_norm,52.8096,1.486100
async_nodn,grad_norm,56.3302,2.059800
async_nodn,grad_norm,59.8509,1.233300
async_nodn,grad_norm,63.3715,0.597800
async_dn4,train_loss,4.1076,9.460700
async_dn4,train_loss,8.2153,9.406920
async_dn4,train_loss,12.3229,9.187260
async_dn4,train_loss,16.4305,9.174710
async_dn4,train_loss,20.5382,8.253790
async_dn4,train_loss,24.6458,7.617230
async_dn4,train_loss,28.7534,7.714370
async_dn4,train_loss,32.8610,7.381880
async_dn4,train_loss,36.9687,7.111180
async_dn4,train_loss,41.0763,7.116160
async_dn4,train_loss,45.1839,7.029450
async_dn4,train_loss,49.2916,6.940290
async_dn4,train_loss,53.3992,7.007430
async_dn4,train_loss,57.5068,6.857770
async_dn4,train_loss,61.6145,6.711690
async_dn4,train_loss,65.7221,7.574520
async_dn4,train_loss,69.8297,6.960200
async_dn4,train_loss,73.9373,6.694520
async_dn4,train_loss,78.0450,6.928370
async_dn4,train_loss,82.1526,6.732900
async_dn4,train_loss,86.2602,6.578450
async_dn4,train_loss,90.3679,6.548940
async_dn4,train_loss,94.4755,6.591890
async_dn4,train_loss,98.5831,6.402670
async_dn4,train_loss,102.6908,6.368220
async_dn4,train_loss,106.7984,6.515310
async_dn4,train_loss,110.9060,6.343550
async_dn4,train_loss,115.0137,6.255590
async_dn4,train_loss,119.1213,6.507220
