series,metric,mtokens,value
warm_dylu_off,grad_norm,293.7143,0.560900
warm_dylu_off,grad_norm,295.9394,0.551000
warm_dylu_off,grad_norm,298.1645,0.565000
warm_dylu_off,grad_norm,300.3896,0.544600
warm_dylu_off,grad_norm,302.6147,0.543900
warm_dylu_off,grad_norm,304.8398,0.562700
warm_dylu_off,grad_norm,307.0649,0.558900
warm_dylu_off,grad_norm,309.2900,0.575700
warm_dylu_off,grad_norm,311.5151,0.543500
warm_dylu_off,grad_norm,313.7402,0.541900
warm_dylu_off,grad_norm,315.9654,0.596900
warm_dylu_off,grad_norm,318.1905,0.546400
warm_dylu_off,grad_norm,320.4156,0.543100
warm_dylu_off,grad_norm,322.6407,0.535700
warm_dylu_off,grad_norm,324.8658,0.547000
warm_dylu_off,grad_norm,327.0909,0.536600
warm_dylu_off,grad_norm,329.3160,0.538400
warm_dylu_off,grad_norm,331.5411,0.539600
warm_dylu_off,grad_norm,333.7662,0.548400
warm_dylu_off,grad_norm,335.9913,0.541200
warm_dylu_off,grad_norm,338.2164,0.546800
warm_dylu_off,grad_norm,340.4415,0.541400
warm_dylu_off,grad_norm,342.6667,0.537200
warm_dylu_off,grad_norm,344.8918,0.544100
warm_dylu_off,grad_norm,347.1169,0.542300
warm_dylu_off,grad_norm,349.3420,0.537600
warm_dylu_off,grad_norm,351.5671,0.540200
warm_dylu_off,grad_norm,353.7922,0.527200
warm_dylu_off,grad_norm,356.0173,0.522500
warm_dylu_off,grad_norm,358.2424,0.540000
warm_dylu_off,grad_norm,360.4675,0.529200
warm_dylu_off,grad_norm,362.6926,0.532000
warm_dylu_off,grad_norm,364.9177,0.520600
warm_dylu_off,grad_norm,367.1428,0.527600
warm_dylu_off,grad_norm,369.3679,0.524300
warm_dylu_off,grad_norm,371.5931,0.524400
warm_dylu_off,grad_norm,373.8182,0.530000
warm_dylu_off,grad_norm,376.0433,0.535100
warm_dylu_off,grad_norm,378.2684,0.613500
warm_dylu_off,grad_norm,380.4935,0.515100
warm_dylu_off,grad_norm,382.7186,0.522300
warm_dylu_off,grad_norm,384.9437,0.540800
warm_dylu_off,grad_norm,387.1688,0.517700
warm_dylu_off,grad_norm,389.3939,0.517000
warm_dylu_off,grad_norm,391.6190,0.518900
warm_dylu_off,grad_norm,393.8441,0.512300
warm_dylu_off,grad_norm,396.0692,0.511600
warm_dylu_off,grad_norm,398.2944,0.509700
warm_dylu_off,grad_norm,400.5195,0.511000
warm_dylu_off,grad_norm,402.7446,0.529800
warm_dylu_off,grad_norm,404.9697,0.511000
warm_dylu_off,grad_norm,407.1948,0.514300
warm_dylu_off,grad_norm,409.4199,0.509100
warm_dylu_off,grad_norm,411.6450,0.518300
warm_dylu_off,grad_norm,413.8701,0.509200
warm_dylu_off,grad_norm,416.0952,0.500600
warm_dylu_off,grad_norm,418.3203,0.509200
warm_dylu_off,grad_norm,420.5454,0.515700
warm_dylu_off,grad_norm,422.7705,0.511400
warm_dylu_off,grad_norm,424.9957,0.504000
warm_dylu_off,grad_norm,427.2208,0.512600
warm_dylu_off,grad_norm,429.4459,0.499900
warm_dylu_off,grad_norm,431.6710,0.503000
warm_dylu_off,grad_norm,433.8961,0.506200
warm_dylu_off,grad_norm,436.1212,0.507300
warm_dylu_off,grad_norm,438.3463,0.516700
warm_dylu_off,grad_norm,440.5714,0.499100
warm_dylu_off,grad_norm,442.7965,0.513700
warm_dylu_off,grad_norm,445.0216,0.508600
warm_dylu_off,grad_norm,447.2467,0.499200
warm_dylu_off,grad_norm,449.4718,0.509500
warm_dylu_off,grad_norm,451.6969,0.512700
warm_dylu_off,grad_norm,453.9221,0.494900
warm_dylu_off,grad_norm,456.1472,0.506400
warm_dylu_off,grad_norm,458.3723,0.488800
warm_dylu_off,grad_norm,460.5974,0.500900
warm_dylu_off,grad_norm,462.8225,0.488200
warm_dylu_off,grad_norm,465.0476,0.516400
warm_dylu_off,grad_norm,467.2727,0.496000
warm_dylu_off,grad_norm,469.4978,0.519000
warm_dylu_off,grad_norm,471.7229,0.506700
warm_dylu_off,grad_norm,473.9480,0.509000
warm_dylu_off,grad_norm,476.1731,0.500000
warm_dylu_off,grad_norm,478.3982,0.496800
warm_dylu_off,grad_norm,480.6234,0.483700
warm_dylu_off,grad_norm,482.8485,0.496600
warm_dylu_off,grad_norm,485.0736,0.496700
warm_dylu_off,grad_norm,487.2987,0.515200
warm_dylu_off,grad_norm,489.5238,0.496600
warm_dylu_off,grad_norm,491.7489,0.485900
warm_dylu_off,grad_norm,493.9740,0.480300
warm_dylu_off,grad_norm,496.1991,0.491000
warm_dylu_off,grad_norm,498.4242,0.490100
warm_dylu_off,grad_norm,500.6493,0.485000
warm_dylu_off,grad_norm,502.8744,0.486500
warm_dylu_off,grad_norm,505.0995,0.492100
warm_dylu_off,grad_norm,507.3247,0.491400
warm_dylu_off,grad_norm,509.5498,0.487500
warm_dylu_off,grad_norm,511.7749,0.486000
warm_dylu_off,grad_norm,514.0000,0.495500
warm_dylu_off,grad_norm,516.2251,0.484900
warm_dylu_off,grad_norm,518.4502,0.481300
warm_dylu_off,grad_norm,520.6753,0.481500
warm_dylu_off,grad_norm,522.9004,0.480100
warm_dylu_off,grad_norm,525.1255,0.483200
warm_dylu_off,grad_norm,527.3506,0.480400
warm_dylu_off,grad_norm,529.5757,0.486800
warm_dylu_off,grad_norm,531.8008,0.503600
warm_dylu_off,grad_norm,534.0259,0.473300
warm_dylu_off,grad_norm,536.2511,0.492400
warm_dylu_off,grad_norm,538.4762,0.503300
warm_dylu_off,grad_norm,540.7013,0.481400
warm_dylu_off,grad_norm,542.9264,0.488500
warm_dylu_off,grad_norm,545.1515,0.482900
warm_dylu_off,grad_norm,547.3766,0.477000
warm_dylu_off,grad_norm,549.6017,0.495900
warm_dylu_off,grad_norm,551.8268,0.473500
warm_dylu_off,grad_norm,554.0519,0.474000
warm_dylu_off,grad_norm,556.2770,0.479900
warm_dylu_off,grad_norm,558.5021,0.488000
warm_dylu_off,grad_norm,560.7272,0.480400
warm_dylu_off,grad_norm,562.9524,0.473800
warm_dylu_off,grad_norm,565.1775,0.500400
warm_dylu_off,grad_norm,567.4026,0.472300
warm_dylu_off,grad_norm,569.6277,0.482400
warm_dylu_off,grad_norm,571.8528,0.479900
warm_dylu_off,grad_norm,574.0779,0.475800
warm_dylu_off,grad_norm,576.3030,0.482800
warm_dylu_off,grad_norm,578.5281,0.475000
warm_dylu_off,grad_norm,580.7532,0.479600
warm_dylu_off,grad_norm,582.9783,0.475700
warm_dylu_off,grad_norm,585.2034,0.477500
warm_dylu_off,grad_norm,587.4285,0.481600
warm_dylu_off,grad_norm,589.6537,0.466500
warm_dylu_off,grad_norm,591.8788,0.480300
warm_dylu_off,grad_norm,594.1039,0.487300
warm_dylu_off,grad_norm,596.3290,0.492300
warm_dylu_off,grad_norm,598.5541,0.475600
warm_dylu_off,grad_norm,600.7792,0.471000
warm_dylu_off,grad_norm,603.0043,0.478600
warm_dylu_off,grad_norm,605.2294,0.464900
warm_dylu_off,grad_norm,607.4545,0.465800
warm_dylu_off,grad_norm,609.6796,0.476200
warm_dylu_off,grad_norm,611.9047,0.469800
warm_dylu_off,grad_norm,614.1298,0.486100
warm_dylu_off,grad_norm,616.3550,0.474900
warm_dylu_off,grad_norm,618.5801,0.460200
warm_dylu_off,grad_norm,620.8052,0.468400
warm_dylu_off,grad_norm,623.0303,0.466900
warm_dylu_off,grad_norm,625.2554,0.463700
warm_dylu_off,grad_norm,627.4805,0.551600
warm_dylu_off,grad_norm,629.7056,0.472600
warm_dylu_off,grad_norm,631.9307,0.489400
warm_dylu_off,grad_norm,634.1558,0.472500
warm_dylu_off,grad_norm,636.3809,0.584400
warm_dylu_off,grad_norm,638.6060,0.461400
warm_dylu_off,grad_norm,640.8311,0.484700
warm_dylu_off,grad_norm,643.0562,0.466100
warm_dylu_off,grad_norm,645.2814,0.471200
warm_dylu_off,grad_norm,647.5065,0.682600
warm_dylu_off,grad_norm,649.7316,0.494700
warm_dylu_off,grad_norm,651.9567,0.473300
warm_dylu_off,grad_norm,654.1818,0.482100
warm_dylu_off,grad_norm,656.4069,0.479200
warm_dylu_off,grad_norm,658.6320,0.464500
warm_dylu_off,grad_norm,660.8571,0.460800
warm_dylu_off,grad_norm,663.0822,0.465200
warm_dylu_off,grad_norm,665.3073,0.476300
warm_dylu_off,grad_norm,667.5324,0.478000
warm_dylu_off,grad_norm,669.7575,0.496600
warm_dylu_off,grad_norm,671.9827,0.493600
warm_dylu_off,grad_norm,674.2078,0.518700
warm_dylu_off,grad_norm,676.4329,0.480400
warm_dylu_off,grad_norm,678.6580,0.470800
warm_dylu_off,grad_norm,680.8831,0.485200
warm_dylu_off,grad_norm,683.1082,0.481600
warm_dylu_off,grad_norm,685.3333,0.475800
warm_dylu_off,grad_norm,687.5584,0.498300
warm_dylu_off,grad_norm,689.7835,0.461700
warm_dylu_off,grad_norm,692.0086,0.459500
warm_dylu_off,grad_norm,694.2337,0.474500
warm_dylu_off,grad_norm,696.4588,0.471800
warm_dylu_off,grad_norm,698.6840,0.461200
warm_dylu_off,grad_norm,700.9091,0.466300
warm_dylu_off,grad_norm,703.1342,0.482100
warm_dylu_off,grad_norm,705.3593,0.464700
warm_dylu_off,grad_norm,707.5844,0.469000
warm_dylu_off,grad_norm,709.8095,0.459600
warm_dylu_off,grad_norm,712.0346,0.464200
warm_dylu_off,grad_norm,714.2597,0.464400
warm_dylu_off,grad_norm,716.4848,0.479900
warm_dylu_off,grad_norm,718.7099,0.504000
warm_dylu_off,grad_norm,720.9350,0.484300
warm_dylu_off,grad_norm,723.1601,0.466900
warm_dylu_off,grad_norm,725.3852,0.485800
warm_dylu_off,grad_norm,727.6104,0.459300
warm_dylu_off,grad_norm,729.8355,0.488000
warm_dylu_off,grad_norm,732.0606,0.462300
warm_dylu_off,grad_norm,734.2857,0.455700
warm_dylu_off,grad_norm,736.5108,0.479800
warm_dylu_off,grad_norm,738.7359,0.456200
warm_dylu_off,grad_norm,740.9610,0.532000
warm_dylu_off,grad_norm,743.1861,0.469100
warm_dylu_off,grad_norm,745.4112,0.472100
warm_dylu_off,grad_norm,747.6363,0.450600
warm_dylu_off,grad_norm,749.8614,0.457600
warm_dylu_off,grad_norm,752.0865,0.470900
warm_dylu_off,grad_norm,754.3117,0.473000
warm_dylu_off,grad_norm,756.5368,0.453600
warm_dylu_off,grad_norm,758.7619,0.455900
warm_dylu_off,grad_norm,760.9870,0.460600
warm_dylu_off,grad_norm,763.2121,0.471500
warm_dylu_off,grad_norm,765.4372,0.460000
warm_dylu_off,grad_norm,767.6623,0.453500
warm_dylu_off,grad_norm,769.8874,0.452400
warm_dylu_off,grad_norm,772.1125,0.465000
warm_dylu_off,grad_norm,774.3376,0.458500
warm_dylu_off,grad_norm,776.5627,0.470900
warm_dylu_off,grad_norm,778.7878,0.460900
warm_dylu_off,grad_norm,781.0130,0.470100
warm_dylu_off,grad_norm,783.2381,0.468600
warm_dylu_off,grad_norm,785.4632,0.468300
warm_dylu_off,grad_norm,787.6883,0.474300
warm_dylu_off,grad_norm,789.9134,0.459400
warm_dylu_off,grad_norm,792.1385,0.462100
warm_dylu_off,grad_norm,794.3636,0.451400
warm_dylu_off,grad_norm,796.5887,0.506200
warm_dylu_off,grad_norm,798.8138,0.457100
warm_dylu_off,grad_norm,801.0389,0.469400
warm_dylu_off,grad_norm,803.2640,0.454700
warm_dylu_off,grad_norm,805.4891,0.467900
warm_dylu_off,grad_norm,807.7142,0.450500
warm_dylu_off,grad_norm,809.9394,0.465800
warm_dylu_off,grad_norm,812.1645,0.461700
warm_dylu_off,grad_norm,814.3896,0.463900
warm_dylu_off,grad_norm,816.6147,0.465700
warm_dylu_off,grad_norm,818.8398,0.454700
warm_dylu_off,grad_norm,821.0649,0.458800
warm_dylu_off,grad_norm,823.2900,0.467300
warm_dylu_off,grad_norm,825.5151,0.459100
warm_dylu_off,grad_norm,827.7402,0.455300
warm_dylu_off,grad_norm,829.9653,0.468800
warm_dylu_off,grad_norm,832.1904,0.465700
warm_dylu_off,grad_norm,834.4155,0.446100
warm_dylu_off,grad_norm,836.6407,0.467400
warm_dylu_off,grad_norm,838.8658,0.468900
warm_dylu_off,grad_norm,841.0909,0.460900
warm_dylu_off,grad_norm,843.3160,0.592600
warm_dylu_off,grad_norm,845.5411,0.465500
warm_dylu_off,grad_norm,847.7662,0.467100
warm_dylu_off,grad_norm,849.9913,0.463100
warm_dylu_off,grad_norm,852.2164,0.467200
warm_dylu_off,grad_norm,854.4415,0.467000
warm_dylu_off,grad_norm,856.6666,0.457100
warm_dylu_off,grad_norm,858.8917,0.450300
warm_dylu_off,grad_norm,861.1168,0.456300
warm_dylu_off,grad_norm,863.3420,0.466400
warm_dylu_off,grad_norm,865.5671,0.460700
warm_dylu_off,grad_norm,867.7922,0.465100
warm_dylu_off,grad_norm,870.0173,0.464600
warm_dylu_off,grad_norm,872.2424,0.458800
warm_dylu_off,grad_norm,874.4675,0.466800
warm_dylu_off,grad_norm,876.6926,0.461000
warm_dylu_off,grad_norm,878.9177,0.454600
warm_dylu_off,grad_norm,881.1428,0.457100
warm_dylu_off,grad_norm,883.3679,0.450200
warm_dylu_off,grad_norm,885.5930,0.485500
warm_dylu_off,grad_norm,887.8181,0.443500
warm_dylu_off,grad_norm,890.0432,0.448100
warm_dylu_off,grad_norm,892.2684,0.461800
warm_dylu_off,grad_norm,894.4935,0.463000
warm_dylu_off,grad_norm,896.7186,0.462200
warm_dylu_off,grad_norm,898.9437,0.462600
warm_dylu_off,grad_norm,901.1688,0.452100
warm_dylu_off,grad_norm,903.3939,0.456300
warm_dylu_off,grad_norm,905.6190,0.465000
warm_dylu_off,grad_norm,907.8441,0.466800
warm_dylu_off,grad_norm,910.0692,0.462000
warm_dylu_off,grad_norm,912.2943,0.528200
warm_dylu_off,grad_norm,914.5194,0.460400
warm_dylu_off,grad_norm,916.7445,0.465800
warm_dylu_off,grad_norm,918.9697,0.474100
warm_dylu_off,grad_norm,921.1948,0.451400
warm_dylu_off,grad_norm,923.4199,0.449600
warm_dylu_off,grad_norm,925.6450,0.457200
warm_dylu_off,grad_norm,927.8701,0.457500
warm_dylu_off,grad_norm,930.0952,0.452400
warm_dylu_off,grad_norm,932.3203,0.452900
warm_dylu_off,grad_norm,934.5454,0.454200
warm_dylu_off,grad_norm,936.7705,0.456100
warm_dylu_off,grad_norm,938.9956,0.453000
warm_dylu_off,grad_norm,941.2207,0.455300
warm_dylu_off,grad_norm,943.4458,0.450400
warm_dylu_off,grad_norm,945.6710,0.455300
warm_dylu_off,grad_norm,947.8961,0.461100
warm_dylu_off,grad_norm,950.1212,0.449900
warm_dylu_off,grad_norm,952.3463,0.448800
warm_dylu_off,grad_norm,954.5714,0.450500
warm_dylu_off,grad_norm,956.7965,0.466100
warm_dylu_off,grad_norm,959.0216,0.446800
warm_dylu_off,grad_norm,961.2467,0.444100
warm_dylu_off,grad_norm,963.4718,0.457100
warm_dylu_off,grad_norm,965.6969,0.466600
warm_dylu_off,grad_norm,967.9220,0.466600
warm_dylu_off,grad_norm,970.1471,0.469600
warm_dylu_off,grad_norm,972.3723,0.454100
warm_dylu_off,grad_norm,974.5974,0.452900
warm_dylu_off,grad_norm,976.8225,0.442000
warm_dylu_off,grad_norm,979.0476,0.451000
warm_dylu_off,grad_norm,981.2727,0.452200
warm_dylu_off,grad_norm,983.4978,0.449300
warm_dylu_off,grad_norm,985.7229,0.459700
warm_dylu_off,grad_norm,987.9480,0.456600
warm_dylu_off,grad_norm,990.1731,0.453200
warm_dylu_off,grad_norm,992.3982,0.461100
warm_dylu_off,grad_norm,994.6233,0.475500
warm_dylu_off,grad_norm,996.8484,0.472000
warm_dylu_off,grad_norm,999.0735,0.457300
warm_dylu_off,grad_norm,1001.2987,0.491000
warm_dylu_off,grad_norm,1003.5238,0.451200
warm_dylu_off,grad_norm,1005.7489,0.453100
warm_dylu_off,grad_norm,1007.9740,0.444100
warm_dylu_off,grad_norm,1010.1991,0.476600
warm_dylu_off,grad_norm,1012.4242,0.459200
warm_dylu_off,grad_norm,1014.6493,0.447900
warm_dylu_off,grad_norm,1016.8744,0.483500
warm_dylu_off,grad_norm,1019.0995,0.451500
warm_dylu_off,grad_norm,1021.3246,0.466300
warm_dylu_off,grad_norm,1023.5497,0.463800
warm_dylu_off,grad_norm,1025.7748,0.448300
warm_dylu_off,grad_norm,1028.0000,0.454800
warm_dylu_off,grad_norm,1030.2251,0.458300
warm_dylu_off,grad_norm,1032.4502,0.433300
warm_dylu_off,grad_norm,1034.6753,0.440000
warm_dylu_off,grad_norm,1036.9004,0.461300
warm_dylu_off,grad_norm,1039.1255,0.457800
warm_dylu_off,grad_norm,1041.3506,0.449900
warm_dylu_off,grad_norm,1043.5757,0.471500
warm_dylu_off,grad_norm,1045.8008,0.470400
warm_dylu_off,grad_norm,1048.0259,0.456000
warm_dylu_off,grad_norm,1050.2510,0.449200
warm_dylu_off,grad_norm,1052.4761,0.454200
warm_dylu_off,grad_norm,1054.7013,0.445100
warm_dylu_off,grad_norm,1056.9264,0.454300
warm_dylu_off,grad_norm,1059.1515,0.464600
warm_dylu_off,grad_norm,1061.3766,0.450600
warm_dylu_off,grad_norm,1063.6017,0.470500
warm_dylu_off,grad_norm,1065.8268,0.494200
warm_dylu_off,grad_norm,1068.0519,0.453600
warm_dylu_off,grad_norm,1070.2770,0.460000
warm_dylu_off,grad_norm,1072.5021,0.454500
warm_dylu_off,grad_norm,1074.7272,0.447200
warm_dylu_off,grad_norm,1076.9523,0.449900
warm_dylu_off,grad_norm,1079.1774,0.478300
warm_dylu_off,grad_norm,1081.4025,0.462600
warm_dylu_off,grad_norm,1083.6277,0.478200
warm_dylu_off,grad_norm,1085.8528,0.455300
warm_dylu_off,grad_norm,1088.0779,0.470500
warm_dylu_off,grad_norm,1090.3030,0.441500
warm_dylu_off,grad_norm,1092.5281,0.466300
warm_dylu_off,grad_norm,1094.7532,0.465700
warm_dylu_off,grad_norm,1096.9783,0.468900
warm_dylu_off,grad_norm,1099.2034,0.462600
warm_dylu_off,grad_norm,1101.4285,0.452900
warm_dylu_off,grad_norm,1103.6536,0.468600
warm_dylu_off,grad_norm,1105.8787,0.466500
warm_dylu_off,grad_norm,1108.1038,0.448700
warm_dylu_off,grad_norm,1110.3290,0.445900
warm_dylu_off,grad_norm,1112.5541,0.447900
warm_dylu_off,grad_norm,1114.7792,0.454100
warm_dylu_off,grad_norm,1117.0043,0.473900
warm_dylu_off,grad_norm,1119.2294,0.458200
warm_dylu_off,grad_norm,1121.4545,0.494400
warm_dylu_off,grad_norm,1123.6796,0.453700
warm_dylu_off,grad_norm,1125.9047,0.448400
warm_dylu_off,grad_norm,1128.1298,0.459700
warm_dylu_off,grad_norm,1130.3549,0.454200
warm_dylu_off,grad_norm,1132.5800,0.453100
warm_dylu_off,grad_norm,1134.8051,0.459400
warm_dylu_off,grad_norm,1137.0303,0.451200
warm_dylu_off,grad_norm,1139.2554,0.449700
warm_dylu_off,grad_norm,1141.4805,0.456900
warm_dylu_off,grad_norm,1143.7056,0.455800
warm_dylu_off,grad_norm,1145.9307,0.456700
warm_dylu_off,grad_norm,1148.1558,0.457300
warm_dylu_off,grad_norm,1150.3809,0.464900
warm_dylu_off,grad_norm,1152.6060,0.447200
warm_dylu_off,grad_norm,1154.8311,0.453700
warm_dylu_off,grad_norm,1157.0562,0.455600
warm_dylu_off,grad_norm,1159.2813,0.448600
warm_dylu_off,grad_norm,1161.5064,0.466900
warm_dylu_off,grad_norm,1163.7315,0.455300
warm_dylu_off,grad_norm,1165.9567,0.446800
warm_dylu_off,grad_norm,1168.1818,0.461800
warm_dylu_off,grad_norm,1170.4069,0.451100
warm_dylu_off,grad_norm,1172.6320,0.468500
warm_dylu_off,grad_norm,1174.8571,0.433200
warm_dylu_off,grad_norm,1177.0822,0.462900
warm_dylu_off,grad_norm,1179.3073,0.438400
warm_dylu_off,grad_norm,1181.5324,0.459200
warm_dylu_off,grad_norm,1183.7575,0.443400
warm_dylu_off,grad_norm,1185.9826,0.441400
warm_dylu_off,grad_norm,1188.2077,0.463500
warm_dylu_off,grad_norm,1190.4328,0.458200
warm_dylu_off,grad_norm,1192.6580,0.449700
warm_dylu_off,grad_norm,1194.8831,0.434300
warm_dylu_off,grad_norm,1197.1082,0.467000
warm_dylu_off,grad_norm,1199.3333,0.466400
warm_dylu_off,grad_norm,1201.5584,0.455300
warm_dylu_off,grad_norm,1203.7835,0.457400
warm_dylu_off,grad_norm,1206.0086,0.442600
warm_dylu_off,grad_norm,1208.2337,0.456600
warm_dylu_off,grad_norm,1210.4588,0.468300
warm_dylu_off,grad_norm,1212.6839,0.462300
warm_dylu_off,grad_norm,1214.9090,0.447700
warm_dylu_off,grad_norm,1217.1341,0.450800
warm_dylu_off,grad_norm,1219.3593,0.456400
warm_dylu_off,grad_norm,1221.5844,0.449300
warm_dylu_off,grad_norm,1223.8095,0.446200
warm_dylu_off,grad_norm,1226.0346,0.447600
warm_dylu_off,grad_norm,1228.2597,0.445300
warm_dylu_off,grad_norm,1230.4848,0.440600
warm_dylu_off,grad_norm,1232.7099,0.439200
warm_dylu_off,grad_norm,1234.9350,0.451200
warm_dylu_off,grad_norm,1237.1601,0.458500
warm_dylu_off,grad_norm,1239.3852,0.467700
warm_dylu_off,grad_norm,1241.6103,0.444100
warm_dylu_off,grad_norm,1243.8354,0.443500
warm_dylu_off,grad_norm,1246.0605,0.439200
warm_dylu_off,grad_norm,1248.2857,0.454300
warm_dylu_off,grad_norm,1250.5108,0.443800
warm_dylu_off,grad_norm,1252.7359,0.480600
warm_dylu_off,grad_norm,1254.9610,0.456100
warm_dylu_off,grad_norm,1257.1861,0.445300
warm_dylu_off,grad_norm,1259.4112,0.470800
warm_dylu_off,grad_norm,1261.6363,0.469000
warm_dylu_off,grad_norm,1263.8614,0.429300
warm_dylu_off,grad_norm,1266.0865,0.444700
warm_dylu_off,grad_norm,1268.3116,0.452700
warm_dylu_off,grad_norm,1270.5367,0.452000
warm_dylu_off,grad_norm,1272.7618,0.472900
warm_dylu_off,grad_norm,1274.9870,0.440000
warm_dylu_off,grad_norm,1277.2121,0.440900
warm_dylu_off,grad_norm,1279.4372,0.437100
warm_dylu_off,grad_norm,1281.6623,0.454700
warm_dylu_off,grad_norm,1283.8874,0.452900
warm_dylu_off,grad_norm,1286.1125,0.459200
warm_dylu_off,grad_norm,1288.3376,0.455600
warm_dylu_off,grad_norm,1290.5627,0.448000
warm_dylu_off,grad_norm,1292.7878,0.445300
warm_dylu_off,grad_norm,1295.0129,0.456700
warm_dylu_off,grad_norm,1297.2380,0.445700
warm_dylu_off,grad_norm,1299.4631,0.438700
warm_dylu_off,grad_norm,1301.6883,0.464800
warm_dylu_off,grad_norm,1303.9134,0.444300
warm_dylu_off,grad_norm,1306.1385,0.448400
warm_dylu_off,grad_norm,1308.3636,0.449200
warm_dylu_off,grad_norm,1310.5887,0.461600
warm_dylu_off,grad_norm,1312.8138,0.445200
warm_dylu_off,grad_norm,1315.0389,0.445800
warm_dylu_off,grad_norm,1317.2640,0.438100
warm_dylu_off,grad_norm,1319.4891,0.435800
warm_dylu_off,grad_norm,1321.7142,0.442000
warm_dylu_off,grad_norm,1323.9393,0.444600
warm_dylu_off,grad_norm,1326.1644,0.448300
warm_dylu_off,grad_norm,1328.3896,0.453000
warm_dylu_off,grad_norm,1330.6147,0.447000
warm_dylu_off,grad_norm,1332.8398,0.515000
warm_dylu_off,grad_norm,1335.0649,0.458900
warm_dylu_off,grad_norm,1337.2900,0.462600
warm_dylu_off,grad_norm,1339.5151,0.444500
warm_dylu_off,grad_norm,1341.7402,0.441800
warm_dylu_off,grad_norm,1343.9653,0.454500
warm_dylu_off,grad_norm,1346.1904,0.461800
warm_dylu_off,grad_norm,1348.4155,0.453000
warm_dylu_off,grad_norm,1350.6406,0.439700
warm_dylu_off,grad_norm,1352.8657,0.441600
warm_dylu_off,grad_norm,1355.0908,0.441400
warm_dylu_off,grad_norm,1357.3160,0.455500
warm_dylu_off,grad_norm,1359.5411,0.438400
warm_dylu_off,grad_norm,1361.7662,0.443600
warm_dylu_off,grad_norm,1363.9913,0.456300
warm_dylu_off,grad_norm,1366.2164,0.453100
warm_dylu_off,grad_norm,1368.4415,0.458300
warm_dylu_off,grad_norm,1370.6666,0.449600
warm_dylu_off,grad_norm,1372.8917,0.447600
warm_dylu_off,grad_norm,1375.1168,0.442100
warm_dylu_off,grad_norm,1377.3419,0.445900
warm_dylu_off,grad_norm,1379.5670,0.431700
warm_dylu_off,grad_norm,1381.7921,0.448300
warm_dylu_off,grad_norm,1384.0173,0.444900
warm_dylu_off,grad_norm,1386.2424,0.451500
warm_dylu_off,grad_norm,1388.4675,0.438900
warm_dylu_off,grad_norm,1390.6926,0.460800
warm_dylu_off,grad_norm,1392.9177,0.445400
warm_dylu_off,grad_norm,1395.1428,0.441200
warm_dylu_off,grad_norm,1397.3679,0.465000
warm_dylu_off,grad_norm,1399.5930,0.446800
warm_dylu_off,grad_norm,1401.8181,0.433700
warm_dylu_off,grad_norm,1404.0432,0.440600
warm_dylu_off,grad_norm,1406.2683,0.433800
warm_dylu_off,grad_norm,1408.4934,0.452400
warm_dylu_off,grad_norm,1410.7186,0.447800
warm_dylu_off,grad_norm,1412.9437,0.460300
warm_dylu_off,grad_norm,1415.1688,0.437900
warm_dylu_off,grad_norm,1417.3939,0.435000
warm_dylu_off,grad_norm,1419.6190,0.459800
warm_dylu_off,grad_norm,1421.8441,0.448400
warm_dylu_off,grad_norm,1424.0692,0.448000
warm_dylu_off,grad_norm,1426.2943,0.453100
warm_dylu_off,grad_norm,1428.5194,0.463300
warm_dylu_off,grad_norm,1430.7445,0.456700
warm_dylu_off,grad_norm,1432.9696,0.477000
warm_dylu_off,grad_norm,1435.1947,0.454200
warm_dylu_off,grad_norm,1437.4198,0.459800
warm_dylu_off,grad_norm,1439.6450,0.445300
warm_dylu_off,grad_norm,1441.8701,0.465000
warm_dylu_off,grad_norm,1444.0952,0.454500
warm_dylu_off,grad_norm,1446.3203,0.448600
warm_dylu_off,grad_norm,1448.5454,0.439500
warm_dylu_off,grad_norm,1450.7705,0.451000
warm_dylu_off,grad_norm,1452.9956,0.453900
warm_dylu_off,grad_norm,1455.2207,0.436600
warm_dylu_off,grad_norm,1457.4458,0.437800
warm_dylu_off,grad_norm,1459.6709,0.428800
warm_dylu_off,grad_norm,1461.8960,0.462400
warm_dylu_off,grad_norm,1464.1211,0.445700
warm_dylu_off,grad_norm,1466.3463,0.462500
warm_dylu_off,grad_norm,1468.5714,0.449000
warm_dylu_off,grad_norm,1470.7965,0.450000
warm_dylu_off,grad_norm,1473.0216,0.445300
warm_dylu_off,grad_norm,1475.2467,0.457000
warm_dylu_off,grad_norm,1477.4718,0.455700
warm_dylu_off,grad_norm,1479.6969,0.454300
warm_dylu_off,grad_norm,1481.9220,0.448100
warm_dylu_off,grad_norm,1484.1471,0.455400
warm_dylu_off,grad_norm,1486.3722,0.433000
warm_dylu_off,grad_norm,1488.5973,0.442100
warm_dylu_off,grad_norm,1490.8224,0.461100
warm_dylu_off,grad_norm,1493.0476,0.447900
warm_dylu_off,grad_norm,1495.2727,0.464900
warm_dylu_off,grad_norm,1497.4978,0.432100
warm_dylu_off,grad_norm,1499.7229,0.453400
warm_dylu_off,grad_norm,1501.9480,0.439100
warm_dylu_off,grad_norm,1504.1731,0.448000
warm_dylu_off,grad_norm,1506.3982,0.457800
warm_dylu_off,grad_norm,1508.6233,0.433300
warm_dylu_off,grad_norm,1510.8484,0.437400
warm_dylu_off,grad_norm,1513.0735,0.445100
warm_dylu_off,grad_norm,1515.2986,0.435900
