run,metric,step,value
deepone,eval_loss,34927,2.67942
deepone,eval_loss,35328,2.67569
deepone,eval_loss,35729,2.67028
deepone,eval_loss,36130,2.67142
deepone,eval_loss,36460,2.66827
deepone,grad_norm,16,0.608932
deepone,grad_norm,48,0.643633
deepone,grad_norm,80,1.43859
deepone,grad_norm,112,1.50743
deepone,grad_norm,144,1.09229
deepone,grad_norm,176,0.726226
deepone,grad_norm,208,0.524433
deepone,grad_norm,240,0.443008
deepone,grad_norm,272,0.432355
deepone,grad_norm,304,0.568025
deepone,grad_norm,336,0.462826
deepone,grad_norm,368,0.532957
deepone,grad_norm,400,0.545176
deepone,grad_norm,432,0.552822
deepone,grad_norm,464,0.542359
deepone,grad_norm,496,0.514552
deepone,grad_norm,528,0.51453
deepone,grad_norm,560,0.537572
deepone,grad_norm,592,0.592666
deepone,grad_norm,624,0.519574
deepone,grad_norm,656,0.567041
deepone,grad_norm,688,0.484428
deepone,grad_norm,720,0.522597
deepone,grad_norm,752,0.500293
deepone,grad_norm,784,0.492359
deepone,grad_norm,816,0.554609
deepone,grad_norm,848,0.552086
deepone,grad_norm,880,0.492909
deepone,grad_norm,912,0.44041
deepone,grad_norm,944,0.49434
deepone,grad_norm,976,0.454353
deepone,grad_norm,1008,0.4628
deepone,grad_norm,1040,0.453059
deepone,grad_norm,1072,0.424522
deepone,grad_norm,1104,0.473991
deepone,grad_norm,1136,0.42457
deepone,grad_norm,1168,0.430142
deepone,grad_norm,1200,0.414955
deepone,grad_norm,1232,0.447367
deepone,grad_norm,1264,0.417462
deepone,grad_norm,1296,0.415692
deepone,grad_norm,1328,0.429772
deepone,grad_norm,1360,0.421143
deepone,grad_norm,1392,0.41484
deepone,grad_norm,1424,0.380659
deepone,grad_norm,1456,0.418314
deepone,grad_norm,1488,0.401537
deepone,grad_norm,1520,0.428064
deepone,grad_norm,1552,0.44256
deepone,grad_norm,1584,0.443648
deepone,grad_norm,1616,0.433803
deepone,grad_norm,1648,0.467425
deepone,grad_norm,1680,0.449652
deepone,grad_norm,1712,0.497848
deepone,grad_norm,1744,0.485205
deepone,grad_norm,1776,0.468132
deepone,grad_norm,1808,0.482204
deepone,grad_norm,1840,0.524111
deepone,grad_norm,1872,0.546286
deepone,grad_norm,1904,0.780759
deepone,grad_norm,1936,0.668707
deepone,grad_norm,1968,2.34208
deepone,grad_norm,2000,0.65309
deepone,grad_norm,2032,0.74485
deepone,grad_norm,2064,0.638614
deepone,grad_norm,2096,0.824908
deepone,grad_norm,2128,0.847195
deepone,grad_norm,2160,0.935474
deepone,grad_norm,2192,0.66094
deepone,grad_norm,2224,0.907323
deepone,grad_norm,2256,0.661466
deepone,grad_norm,2288,1.30686
deepone,grad_norm,2320,0.813532
deepone,grad_norm,2352,0.908508
deepone,grad_norm,2384,0.736351
deepone,grad_norm,2416,1.18257
deepone,grad_norm,2448,0.776673
deepone,grad_norm,2480,0.822373
deepone,grad_norm,2512,0.860051
deepone,grad_norm,2544,1.03603
deepone,grad_norm,2576,1.16117
deepone,grad_norm,2608,1.04532
deepone,grad_norm,2640,1.19396
deepone,grad_norm,2672,1.04446
deepone,grad_norm,2704,0.703578
deepone,grad_norm,2736,1.25488
deepone,grad_norm,2768,0.957521
deepone,grad_norm,2800,1.3567
deepone,grad_norm,2832,1.05326
deepone,grad_norm,2864,0.972237
deepone,grad_norm,2896,1.19675
deepone,grad_norm,2928,0.828844
deepone,grad_norm,2960,0.86611
deepone,grad_norm,2992,0.972227
deepone,grad_norm,3024,1.21167
deepone,grad_norm,3056,0.964463
deepone,grad_norm,3088,2.35602
deepone,grad_norm,3120,0.953898
deepone,grad_norm,3152,0.935234
deepone,grad_norm,3184,1.00931
deepone,grad_norm,3216,1.0506
deepone,grad_norm,3248,0.959682
deepone,grad_norm,3280,1.14443
deepone,grad_norm,3312,0.953185
deepone,grad_norm,3344,1.32911
deepone,grad_norm,3376,0.915726
deepone,grad_norm,3408,1.11988
deepone,grad_norm,3440,0.833155
deepone,grad_norm,3472,1.13349
deepone,grad_norm,3504,1.40203
deepone,grad_norm,3536,0.846425
deepone,grad_norm,3568,1.07545
deepone,grad_norm,3600,0.959902
deepone,grad_norm,3632,0.985843
deepone,grad_norm,3664,1.13269
deepone,grad_norm,3696,1.02533
deepone,grad_norm,3728,1.03939
deepone,grad_norm,3760,1.46872
deepone,grad_norm,3792,1.00465
deepone,grad_norm,3824,1.21211
deepone,grad_norm,3856,1.20834
deepone,grad_norm,3888,0.9473
deepone,grad_norm,3920,1.51941
deepone,grad_norm,3952,1.22136
deepone,grad_norm,3984,1.32806
deepone,grad_norm,4016,0.944411
deepone,grad_norm,4048,1.64813
deepone,grad_norm,4080,1.13008
deepone,grad_norm,4112,1.09376
deepone,grad_norm,4144,1.31165
deepone,grad_norm,4176,1.07969
deepone,grad_norm,4208,1.43144
deepone,grad_norm,4240,0.955788
deepone,grad_norm,4272,1.18533
deepone,grad_norm,4304,1.08595
deepone,grad_norm,4336,1.07938
deepone,grad_norm,4368,0.98288
deepone,grad_norm,4400,0.971743
deepone,grad_norm,4432,0.967391
deepone,grad_norm,4464,0.96779
deepone,grad_norm,4496,1.38625
deepone,grad_norm,4528,1.14074
deepone,grad_norm,4560,1.62781
deepone,grad_norm,4592,1.03995
deepone,grad_norm,4624,1.08092
deepone,grad_norm,4656,0.837971
deepone,grad_norm,4688,1.14938
deepone,grad_norm,4720,1.32893
deepone,grad_norm,4752,1.54292
deepone,grad_norm,4784,1.17255
deepone,grad_norm,4816,1.1289
deepone,grad_norm,4848,1.31215
deepone,grad_norm,4880,1.03268
deepone,grad_norm,4912,1.19452
deepone,grad_norm,4944,0.809568
deepone,grad_norm,4976,0.865943
deepone,grad_norm,5008,1.19891
deepone,grad_norm,5040,1.00083
deepone,grad_norm,5072,1.17079
deepone,grad_norm,5104,1.21997
deepone,grad_norm,5136,0.930791
deepone,grad_norm,5168,1.20796
deepone,grad_norm,5200,0.879132
deepone,grad_norm,5232,0.963738
deepone,grad_norm,5264,1.10387
deepone,grad_norm,5296,0.878983
deepone,grad_norm,5328,1.08409
deepone,grad_norm,5360,1.14554
deepone,grad_norm,5392,1.06666
deepone,grad_norm,5424,1.12987
deepone,grad_norm,5456,1.13137
deepone,grad_norm,5488,1.41905
deepone,grad_norm,5520,1.37802
deepone,grad_norm,5552,0.932191
deepone,grad_norm,5584,0.835354
deepone,grad_norm,5616,1.15477
deepone,grad_norm,5648,0.812027
deepone,grad_norm,5680,1.10834
deepone,grad_norm,5712,1.21675
deepone,grad_norm,5744,1.42461
deepone,grad_norm,5776,1.56311
deepone,grad_norm,5808,1.37814
deepone,grad_norm,5840,0.936755
deepone,grad_norm,5872,1.14534
deepone,grad_norm,5904,0.863135
deepone,grad_norm,5936,0.869999
deepone,grad_norm,5968,0.766226
deepone,grad_norm,6000,1.05747
deepone,grad_norm,6032,0.998496
deepone,grad_norm,6064,1.05374
deepone,grad_norm,6096,1.08354
deepone,grad_norm,6128,0.990703
deepone,grad_norm,6160,1.2972
deepone,grad_norm,6192,1.39949
deepone,grad_norm,6224,1.32419
deepone,grad_norm,6256,1.30195
deepone,grad_norm,6288,0.997488
deepone,grad_norm,6320,1.19269
deepone,grad_norm,6352,0.852896
deepone,grad_norm,6384,1.25464
deepone,grad_norm,6416,1.87012
deepone,grad_norm,6448,0.98933
deepone,grad_norm,6480,1.18124
deepone,grad_norm,6512,1.28982
deepone,grad_norm,6544,0.896885
deepone,grad_norm,6576,1.13498
deepone,grad_norm,6608,1.30634
deepone,grad_norm,6640,1.22689
deepone,grad_norm,6672,1.03872
deepone,grad_norm,6704,1.04982
deepone,grad_norm,6736,1.36656
deepone,grad_norm,6768,1.00422
deepone,grad_norm,6800,0.831929
deepone,grad_norm,6832,1.08387
deepone,grad_norm,6864,1.10391
deepone,grad_norm,6896,1.26634
deepone,grad_norm,6928,1.30751
deepone,grad_norm,6960,1.48191
deepone,grad_norm,6992,1.30562
deepone,grad_norm,7024,0.778678
deepone,grad_norm,7056,1.22377
deepone,grad_norm,7088,1.22725
deepone,grad_norm,7120,1.5669
deepone,grad_norm,7152,0.937319
deepone,grad_norm,7184,1.17823
deepone,grad_norm,7216,1.14969
deepone,grad_norm,7248,1.4174
deepone,grad_norm,7280,1.05018
deepone,grad_norm,7312,1.14286
deepone,grad_norm,7344,1.07593
deepone,grad_norm,7376,1.55729
deepone,grad_norm,7408,1.25845
deepone,grad_norm,7440,2.15916
deepone,grad_norm,7472,1.17957
deepone,grad_norm,7504,0.949251
deepone,grad_norm,7536,0.863981
deepone,grad_norm,7568,1.36785
deepone,grad_norm,7600,1.16287
deepone,grad_norm,7632,1.105
deepone,grad_norm,7664,1.63678
deepone,grad_norm,7696,1.20429
deepone,grad_norm,7728,1.33177
deepone,grad_norm,7760,1.14169
deepone,grad_norm,7792,1.23926
deepone,grad_norm,7824,1.35915
deepone,grad_norm,7856,1.1424
deepone,grad_norm,7888,1.17232
deepone,grad_norm,7920,0.844937
deepone,grad_norm,7952,1.01208
deepone,grad_norm,7984,0.815986
deepone,grad_norm,8016,0.9432
deepone,grad_norm,8048,0.983549
deepone,grad_norm,8080,1.31457
deepone,grad_norm,8112,1.11635
deepone,grad_norm,8144,1.27317
deepone,grad_norm,8176,1.21698
deepone,grad_norm,8208,1.77553
deepone,grad_norm,8240,0.837964
deepone,grad_norm,8272,1.07826
deepone,grad_norm,8304,1.02381
deepone,grad_norm,8336,1.25901
deepone,grad_norm,8368,1.05695
deepone,grad_norm,8400,1.62119
deepone,grad_norm,8432,1.25068
deepone,grad_norm,8464,1.58554
deepone,grad_norm,8496,0.932327
deepone,grad_norm,8528,1.02317
deepone,grad_norm,8560,1.02084
deepone,grad_norm,8592,0.904699
deepone,grad_norm,8624,1.17768
deepone,grad_norm,8656,0.902214
deepone,grad_norm,8688,1.54608
deepone,grad_norm,8720,1.02798
deepone,grad_norm,8752,1.22572
deepone,grad_norm,8784,0.948204
deepone,grad_norm,8816,1.294
deepone,grad_norm,8848,1.09869
deepone,grad_norm,8880,0.956929
deepone,grad_norm,8912,1.08528
deepone,grad_norm,8944,0.909457
deepone,grad_norm,8976,1.37893
deepone,grad_norm,9008,1.13432
deepone,grad_norm,9040,1.15767
deepone,grad_norm,9072,0.922031
deepone,grad_norm,9104,1.26734
deepone,grad_norm,9136,1.50143
deepone,grad_norm,9168,1.32692
deepone,grad_norm,9200,1.01177
deepone,grad_norm,9232,0.992072
deepone,grad_norm,9264,0.968603
deepone,grad_norm,9296,0.934142
deepone,grad_norm,9328,0.846947
deepone,grad_norm,9360,1.1628
deepone,grad_norm,9392,1.16674
deepone,grad_norm,9424,1.0821
deepone,grad_norm,9456,1.49516
deepone,grad_norm,9488,1.11502
deepone,grad_norm,9520,1.1464
deepone,grad_norm,9552,0.781954
deepone,grad_norm,9584,0.945817
deepone,grad_norm,9616,1.53061
deepone,grad_norm,9648,1.2733
deepone,grad_norm,9680,1.15577
deepone,grad_norm,9712,0.962761
deepone,grad_norm,9744,1.05534
deepone,grad_norm,9776,0.936072
deepone,grad_norm,9808,1.03469
deepone,grad_norm,9840,0.918169
deepone,grad_norm,9872,0.926648
deepone,grad_norm,9904,1.01518
deepone,grad_norm,9936,1.40176
deepone,grad_norm,9968,1.17937
deepone,grad_norm,10000,0.92259
deepone,grad_norm,10032,1.02856
deepone,grad_norm,10064,1.301
deepone,grad_norm,10096,1.13147
deepone,grad_norm,10128,1.21142
deepone,grad_norm,10160,1.33329
deepone,grad_norm,10192,1.54105
deepone,grad_norm,10224,1.12506
deepone,grad_norm,10256,0.915039
deepone,grad_norm,10288,1.1008
deepone,grad_norm,10320,1.0697
deepone,grad_norm,10352,1.18873
deepone,grad_norm,10384,1.01746
deepone,grad_norm,10416,1.06506
deepone,grad_norm,10448,1.01985
deepone,grad_norm,10480,1.38158
deepone,grad_norm,10512,1.18027
deepone,grad_norm,10544,1.62406
deepone,grad_norm,10576,0.887904
deepone,grad_norm,10608,1.22663
deepone,grad_norm,10640,1.21062
deepone,grad_norm,10672,1.04776
deepone,grad_norm,10704,1.00913
deepone,grad_norm,10736,1.18086
deepone,grad_norm,10768,0.789508
deepone,grad_norm,10800,1.06986
deepone,grad_norm,10832,0.933135
deepone,grad_norm,10864,1.57956
deepone,grad_norm,10896,0.845334
deepone,grad_norm,10928,1.12807
deepone,grad_norm,10960,1.84646
deepone,grad_norm,10992,1.26368
deepone,grad_norm,11024,1.14015
deepone,grad_norm,11056,0.94818
deepone,grad_norm,11088,0.803523
deepone,grad_norm,11120,1.1898
deepone,grad_norm,11152,1.3314
deepone,grad_norm,11184,0.898887
deepone,grad_norm,11216,1.30641
deepone,grad_norm,11248,1.31447
deepone,grad_norm,11280,1.24529
deepone,grad_norm,11312,1.33963
deepone,grad_norm,11344,1.22598
deepone,grad_norm,11376,1.31488
deepone,grad_norm,11408,1.16636
deepone,grad_norm,11440,1.14169
deepone,grad_norm,11472,1.04654
deepone,grad_norm,11504,1.22206
deepone,grad_norm,11536,1.30213
deepone,grad_norm,11568,1.56157
deepone,grad_norm,11600,1.00828
deepone,grad_norm,11632,1.23269
deepone,grad_norm,11664,1.13686
deepone,grad_norm,11696,1.50848
deepone,grad_norm,11728,0.875203
deepone,grad_norm,11760,1.25269
deepone,grad_norm,11792,0.982211
deepone,grad_norm,11824,1.03808
deepone,grad_norm,11856,1.15712
deepone,grad_norm,11888,1.18549
deepone,grad_norm,11920,1.03824
deepone,grad_norm,11952,0.943317
deepone,grad_norm,11984,1.27571
deepone,grad_norm,12016,1.06252
deepone,grad_norm,12048,1.08669
deepone,grad_norm,12080,1.13365
deepone,grad_norm,12112,0.953372
deepone,grad_norm,12144,0.977332
deepone,grad_norm,12176,1.00206
deepone,grad_norm,12208,1.29179
deepone,grad_norm,12240,1.38278
deepone,grad_norm,12272,1.17537
deepone,grad_norm,12304,1.18959
deepone,grad_norm,12336,1.04406
deepone,grad_norm,12368,1.44763
deepone,grad_norm,12400,1.10468
deepone,grad_norm,12432,1.11857
deepone,grad_norm,12464,1.48161
deepone,grad_norm,12496,1.06817
deepone,grad_norm,12528,0.842073
deepone,grad_norm,12560,1.14057
deepone,grad_norm,12592,1.0349
deepone,grad_norm,12624,1.09669
deepone,grad_norm,12656,1.11322
deepone,grad_norm,12688,1.47987
deepone,grad_norm,12720,0.940541
deepone,grad_norm,12752,1.2189
deepone,grad_norm,12784,1.02738
deepone,grad_norm,12816,1.1946
deepone,grad_norm,12848,1.14755
deepone,grad_norm,12880,1.0085
deepone,grad_norm,12912,1.48689
deepone,grad_norm,12944,1.17749
deepone,grad_norm,12976,1.1057
deepone,grad_norm,13008,1.19577
deepone,grad_norm,13040,0.912129
deepone,grad_norm,13072,1.04878
deepone,grad_norm,13104,0.955104
deepone,grad_norm,13136,1.87882
deepone,grad_norm,13168,1.07965
deepone,grad_norm,13200,1.29163
deepone,grad_norm,13232,1.05607
deepone,grad_norm,13264,1.02115
deepone,grad_norm,13296,0.931907
deepone,grad_norm,13328,0.916813
deepone,grad_norm,13360,0.954209
deepone,grad_norm,13392,1.46448
deepone,grad_norm,13424,1.20687
deepone,grad_norm,13456,1.38414
deepone,grad_norm,13488,1.01149
deepone,grad_norm,13520,1.08532
deepone,grad_norm,13552,1.28755
deepone,grad_norm,13584,1.16692
deepone,grad_norm,13616,1.17068
deepone,grad_norm,13648,1.20341
deepone,grad_norm,13680,0.995011
deepone,grad_norm,13712,1.55548
deepone,grad_norm,13744,1.33705
deepone,grad_norm,13776,0.871299
deepone,grad_norm,13808,1.26592
deepone,grad_norm,13840,1.63577
deepone,grad_norm,13872,0.871786
deepone,grad_norm,13904,1.90161
deepone,grad_norm,13936,1.2959
deepone,grad_norm,13968,1.3503
deepone,grad_norm,14000,1.64961
deepone,grad_norm,14032,1.43715
deepone,grad_norm,14064,1.15968
deepone,grad_norm,14096,1.08086
deepone,grad_norm,14128,0.984458
deepone,grad_norm,14160,1.00699
deepone,grad_norm,14192,1.05936
deepone,grad_norm,14224,1.36553
deepone,grad_norm,14256,1.13619
deepone,grad_norm,14288,1.26568
deepone,grad_norm,14320,1.06551
deepone,grad_norm,14352,1.42962
deepone,grad_norm,14384,1.30987
deepone,grad_norm,14416,0.958802
deepone,grad_norm,14448,0.791514
deepone,grad_norm,14480,1.00665
deepone,grad_norm,14512,0.994996
deepone,grad_norm,14544,1.15225
deepone,grad_norm,14576,1.03935
deepone,grad_norm,14608,1.16361
deepone,grad_norm,14640,1.4641
deepone,grad_norm,14672,0.925347
deepone,grad_norm,14704,1.00158
deepone,grad_norm,14736,1.26311
deepone,grad_norm,14768,1.18272
deepone,grad_norm,14800,1.21966
deepone,grad_norm,14832,1.11307
deepone,grad_norm,14864,1.03827
deepone,grad_norm,14896,2.338
deepone,grad_norm,14928,1.19589
deepone,grad_norm,14960,0.976256
deepone,grad_norm,14992,0.795895
deepone,grad_norm,15024,1.25999
deepone,grad_norm,15056,0.919787
deepone,grad_norm,15088,1.27691
deepone,grad_norm,15120,1.1205
deepone,grad_norm,15152,1.23323
deepone,grad_norm,15184,0.932302
deepone,grad_norm,15216,1.17458
deepone,grad_norm,15248,1.31222
deepone,grad_norm,15280,1.99847
deepone,grad_norm,15312,1.16277
deepone,grad_norm,15344,1.40481
deepone,grad_norm,15376,0.966757
deepone,grad_norm,15408,1.39768
deepone,grad_norm,15440,1.5873
deepone,grad_norm,15472,1.08626
deepone,grad_norm,15504,1.2156
deepone,grad_norm,15536,1.1472
deepone,grad_norm,15568,0.9005
deepone,grad_norm,15600,1.10587
deepone,grad_norm,15632,1.04782
deepone,grad_norm,15664,2.02271
deepone,grad_norm,15696,0.861859
deepone,grad_norm,15728,0.952681
deepone,grad_norm,15760,1.15579
deepone,grad_norm,15792,0.834817
deepone,grad_norm,15824,1.47445
deepone,grad_norm,15856,1.08528
deepone,grad_norm,15888,0.908486
deepone,grad_norm,15920,1.0162
deepone,grad_norm,15952,1.16272
deepone,grad_norm,15984,1.02062
deepone,grad_norm,16016,1.32737
deepone,grad_norm,16048,0.856095
deepone,grad_norm,16080,1.18952
deepone,grad_norm,16112,1.08946
deepone,grad_norm,16144,1.3499
deepone,grad_norm,16176,1.14496
deepone,grad_norm,16208,1.45303
deepone,grad_norm,16240,0.92916
deepone,grad_norm,16272,1.07439
deepone,grad_norm,16304,1.45169
deepone,grad_norm,16336,1.14321
deepone,grad_norm,16368,1.31392
deepone,grad_norm,16400,1.23533
deepone,grad_norm,16432,1.30996
deepone,grad_norm,16464,0.870859
deepone,grad_norm,16496,0.81419
deepone,grad_norm,16528,1.05337
deepone,grad_norm,16560,1.40954
deepone,grad_norm,16592,1.06574
deepone,grad_norm,16624,1.27007
deepone,grad_norm,16656,1.25146
deepone,grad_norm,16688,1.32199
deepone,grad_norm,16720,1.12424
deepone,grad_norm,16752,0.92989
deepone,grad_norm,16784,0.969274
deepone,grad_norm,16816,1.9048
deepone,grad_norm,16848,1.17452
deepone,grad_norm,16880,1.41084
deepone,grad_norm,16912,1.2575
deepone,grad_norm,16944,1.11719
deepone,grad_norm,16976,1.03974
deepone,grad_norm,17008,1.32515
deepone,grad_norm,17040,1.03181
deepone,grad_norm,17072,1.05848
deepone,grad_norm,17104,1.54669
deepone,grad_norm,17136,0.982198
deepone,grad_norm,17168,1.1954
deepone,grad_norm,17200,0.946722
deepone,grad_norm,17232,1.07133
deepone,grad_norm,17264,0.966059
deepone,grad_norm,17296,0.81863
deepone,grad_norm,17328,1.27578
deepone,grad_norm,17360,0.960938
deepone,grad_norm,17392,1.93512
deepone,grad_norm,17424,1.36725
deepone,grad_norm,17456,0.886082
deepone,grad_norm,17488,0.975054
deepone,grad_norm,17520,0.967751
deepone,grad_norm,17552,0.945752
deepone,grad_norm,17584,1.85485
deepone,grad_norm,17616,0.915725
deepone,grad_norm,17648,1.06926
deepone,grad_norm,17680,0.895744
deepone,grad_norm,17712,0.797489
deepone,grad_norm,17744,2.31151
deepone,grad_norm,17776,1.21534
deepone,grad_norm,17808,0.881118
deepone,grad_norm,17840,0.899054
deepone,grad_norm,17872,0.798731
deepone,grad_norm,17904,0.886612
deepone,grad_norm,17936,0.913534
deepone,grad_norm,17968,0.984537
deepone,grad_norm,18000,0.867246
deepone,grad_norm,18032,0.84657
deepone,grad_norm,18064,1.56257
deepone,grad_norm,18096,1.31096
deepone,grad_norm,18128,1.23693
deepone,grad_norm,18160,1.0488
deepone,grad_norm,18192,1.95129
deepone,grad_norm,18224,1.67992
deepone,grad_norm,18256,1.00263
deepone,grad_norm,18288,1.23917
deepone,grad_norm,18320,1.11663
deepone,grad_norm,18352,1.18344
deepone,grad_norm,18384,1.35155
deepone,grad_norm,18416,1.26573
deepone,grad_norm,18448,0.968108
deepone,grad_norm,18480,0.974498
deepone,grad_norm,18512,1.13736
deepone,grad_norm,18544,1.18006
deepone,grad_norm,18576,1.19415
deepone,grad_norm,18608,1.35217
deepone,grad_norm,18640,1.11539
deepone,grad_norm,18672,1.30544
deepone,grad_norm,18704,1.40302
deepone,grad_norm,18736,1.40679
deepone,grad_norm,18768,1.05022
deepone,grad_norm,18800,1.01613
deepone,grad_norm,18832,0.976994
deepone,grad_norm,18864,1.41829
deepone,grad_norm,18896,0.874847
deepone,grad_norm,18928,1.00709
deepone,grad_norm,18960,1.21784
deepone,grad_norm,18992,1.11284
deepone,grad_norm,19024,1.44041
deepone,grad_norm,19056,1.11924
deepone,grad_norm,19088,1.12114
deepone,grad_norm,19120,1.4343
deepone,grad_norm,19152,1.26834
deepone,grad_norm,19184,1.02026
deepone,grad_norm,19216,1.00654
deepone,grad_norm,19248,1.3306
deepone,grad_norm,19280,1.06629
deepone,grad_norm,19312,1.01769
deepone,grad_norm,19344,1.07103
deepone,grad_norm,19376,1.29993
deepone,grad_norm,19408,0.927241
deepone,grad_norm,19440,1.05406
deepone,grad_norm,19472,0.882408
deepone,grad_norm,19504,1.02151
deepone,grad_norm,19536,1.00702
deepone,grad_norm,19568,1.10412
deepone,grad_norm,19600,1.04571
deepone,grad_norm,19632,0.852227
deepone,grad_norm,19664,0.798748
deepone,grad_norm,19696,1.14694
deepone,grad_norm,19728,1.74297
deepone,grad_norm,19760,0.967307
deepone,grad_norm,19792,1.00359
deepone,grad_norm,19824,1.22679
deepone,grad_norm,19856,1.23027
deepone,grad_norm,19888,1.32499
deepone,grad_norm,19920,0.878081
deepone,grad_norm,19952,1.1826
deepone,grad_norm,19984,1.00113
deepone,grad_norm,20016,1.45918
deepone,grad_norm,20048,1.13616
deepone,grad_norm,20080,1.10525
deepone,grad_norm,20112,1.08995
deepone,grad_norm,20144,1.2861
deepone,grad_norm,20176,1.98472
deepone,grad_norm,20208,1.38508
deepone,grad_norm,20240,1.06725
deepone,grad_norm,20272,1.73046
deepone,grad_norm,20304,1.55299
deepone,grad_norm,20336,1.30743
deepone,grad_norm,20368,1.72557
deepone,grad_norm,20400,1.09225
deepone,grad_norm,20432,1.1061
deepone,grad_norm,20464,1.22544
deepone,grad_norm,20496,1.04218
deepone,grad_norm,20528,1.4047
deepone,grad_norm,20560,1.51187
deepone,grad_norm,20592,1.3156
deepone,grad_norm,20624,1.00902
deepone,grad_norm,20656,1.08422
deepone,grad_norm,20688,1.22458
deepone,grad_norm,20720,0.929927
deepone,grad_norm,20752,0.866467
deepone,grad_norm,20784,1.05381
deepone,grad_norm,20816,1.13006
deepone,grad_norm,20848,1.11704
deepone,grad_norm,20880,0.987246
deepone,grad_norm,20912,1.13148
deepone,grad_norm,20944,1.18512
deepone,grad_norm,20976,1.24674
deepone,grad_norm,21008,1.17161
deepone,grad_norm,21040,1.2363
deepone,grad_norm,21072,1.38702
deepone,grad_norm,21104,0.814329
deepone,grad_norm,21136,1.46114
deepone,grad_norm,21168,1.25761
deepone,grad_norm,21200,0.992382
deepone,grad_norm,21232,1.64854
deepone,grad_norm,21264,0.926878
deepone,grad_norm,21296,0.883617
deepone,grad_norm,21328,1.32883
deepone,grad_norm,21360,1.64965
deepone,grad_norm,21392,1.95647
deepone,grad_norm,21424,1.21714
deepone,grad_norm,21456,0.996697
deepone,grad_norm,21488,1.58467
deepone,grad_norm,21520,1.15926
deepone,grad_norm,21552,1.09191
deepone,grad_norm,21584,1.40999
deepone,grad_norm,21616,1.74411
deepone,grad_norm,21648,1.45818
deepone,grad_norm,21680,1.07649
deepone,grad_norm,21712,0.939753
deepone,grad_norm,21744,0.971432
deepone,grad_norm,21776,1.00042
deepone,grad_norm,21808,0.88399
deepone,grad_norm,21840,1.90939
deepone,grad_norm,21872,1.34053
deepone,grad_norm,21904,1.42205
deepone,grad_norm,21936,1.08703
deepone,grad_norm,21968,1.32588
deepone,grad_norm,22000,0.962691
deepone,grad_norm,22032,1.22716
deepone,grad_norm,22064,1.08334
deepone,grad_norm,22096,1.49109
deepone,grad_norm,22128,1.31763
deepone,grad_norm,22160,1.52222
deepone,grad_norm,22192,0.962141
deepone,grad_norm,22224,1.12048
deepone,grad_norm,22256,1.24637
deepone,grad_norm,22288,1.01205
deepone,grad_norm,22320,1.59739
deepone,grad_norm,22352,1.07976
deepone,grad_norm,22384,1.7303
deepone,grad_norm,22416,1.21361
deepone,grad_norm,22448,1.23143
deepone,grad_norm,22480,1.14058
deepone,grad_norm,22512,1.21992
deepone,grad_norm,22544,1.14492
deepone,grad_norm,22576,1.1397
deepone,grad_norm,22608,0.976213
deepone,grad_norm,22640,1.441
deepone,grad_norm,22672,0.986299
deepone,grad_norm,22704,1.00977
deepone,grad_norm,22736,1.00579
deepone,grad_norm,22768,1.24807
deepone,grad_norm,22800,1.161
deepone,grad_norm,22832,0.996086
deepone,grad_norm,22864,1.16056
deepone,grad_norm,22896,1.60917
deepone,grad_norm,22928,0.87808
deepone,grad_norm,22960,1.45136
deepone,grad_norm,22992,0.83305
deepone,grad_norm,23024,1.50266
deepone,grad_norm,23056,1.44735
deepone,grad_norm,23088,1.13443
deepone,grad_norm,23120,1.16014
deepone,grad_norm,23152,1.31699
deepone,grad_norm,23184,1.01445
deepone,grad_norm,23216,0.946899
deepone,grad_norm,23248,0.978792
deepone,grad_norm,23280,1.07236
deepone,grad_norm,23312,1.07518
deepone,grad_norm,23344,1.01721
deepone,grad_norm,23376,1.50536
deepone,grad_norm,23408,1.04158
deepone,grad_norm,23440,1.27458
deepone,grad_norm,23472,1.32624
deepone,grad_norm,23504,1.63499
deepone,grad_norm,23536,0.842509
deepone,grad_norm,23568,1.35058
deepone,grad_norm,23600,0.979083
deepone,grad_norm,23632,1.58513
deepone,grad_norm,23664,1.31102
deepone,grad_norm,23696,1.09752
deepone,grad_norm,23728,1.224
deepone,grad_norm,23760,1.07687
deepone,grad_norm,23792,1.39542
deepone,grad_norm,23824,1.39156
deepone,grad_norm,23856,1.13181
deepone,grad_norm,23888,0.88718
deepone,grad_norm,23920,1.53926
deepone,grad_norm,23952,1.26437
deepone,grad_norm,23984,0.89445
deepone,grad_norm,24016,1.29623
deepone,grad_norm,24048,1.35295
deepone,grad_norm,24080,1.26584
deepone,grad_norm,24112,1.18608
deepone,grad_norm,24144,1.0825
deepone,grad_norm,24176,0.983038
deepone,grad_norm,24208,1.60602
deepone,grad_norm,24240,1.31035
deepone,grad_norm,24272,1.30796
deepone,grad_norm,24304,0.916325
deepone,grad_norm,24336,0.985304
deepone,grad_norm,24368,0.91505
deepone,grad_norm,24400,1.08331
deepone,grad_norm,24432,1.10237
deepone,grad_norm,24464,1.11064
deepone,grad_norm,24496,1.47712
deepone,grad_norm,24528,1.56724
deepone,grad_norm,24560,1.10857
deepone,grad_norm,24592,1.37479
deepone,grad_norm,24624,1.22116
deepone,grad_norm,24656,1.20067
deepone,grad_norm,24688,1.48637
deepone,grad_norm,24720,1.75432
deepone,grad_norm,24752,1.08308
